assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,assessmentDate,populationTrend,systems,realm,scopes
8513517,18734,Pteropus lylei,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan|Palearctic,Global
8515579,187367,Codringtonia eucineta,Vulnerable,2011,2010-09-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8516291,18737,Pteropus mariannus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Oceanian,Global
8522703,187392,Coris bulbifrons,Vulnerable,2010,2008-04-12 00:00:00 UTC,Decreasing,Marine,,Global
8525654,18740,Pteropus melanotus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
8528186,18741,Pteropus molossinus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Stable,Terrestrial,Oceanian,Global
8535844,18744,Pteropus nitendiensis,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
8541215,18746,Pteropus ornatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
8547027,187479,Tautoga onitis,Vulnerable,2010,2008-07-12 00:00:00 UTC,Decreasing,Marine,,Global
8551178,187495,Bodianus scrofa,Vulnerable,2010,2008-07-12 00:00:00 UTC,Decreasing,Marine,,Global
8554062,18751,Pteropus poliocephalus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
8556943,187520,Achoerodus gouldii,Vulnerable,2010,2008-03-12 00:00:00 UTC,Decreasing,Marine,,Global
8591882,187654,Labrus viridis,Vulnerable,2010,2008-06-12 00:00:00 UTC,Decreasing,Marine,,Global
8595636,18767,Pteropus vetulus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
8638137,187886,Trigonostigma somphongsi,Critically Endangered,2011,2011-02-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8638446,187918,Schistura tenura,Critically Endangered,2011,2011-01-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8638582,187924,Sewellia patella,Endangered,2011,2010-09-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8638768,187929,Sewellia albisuera,Critically Endangered,2011,2010-09-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8639448,187941,Schistura susannae,Vulnerable,2011,2010-09-04 00:00:00 UTC,Stable,Freshwater (=Inland waters),Indomalayan,Global
8639887,187986,Schistura spiloptera,Critically Endangered,2011,2010-09-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8640365,188001,Sewellia breviventralis,Critically Endangered,2011,2010-09-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8641082,188013,Sewellia pterolineata,Endangered,2011,2010-09-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8641242,188088,Sewellia lineolata,Vulnerable,2011,2010-09-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8641699,188036,Sewellia marmorata,Endangered,2011,2010-09-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8643617,188044,Yasuhikotakia splendida,Vulnerable,2011,2011-02-25 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8647183,18837,Haplochromis granti,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Eastern Africa & Pan-Africa"
8648916,188652,Squalius janae,Vulnerable,2011,2010-08-24 00:00:00 UTC,Stable,Freshwater (=Inland waters),Palearctic,Global & Europe
8649125,188654,Gymnocephalus ambriaelacus,Critically Endangered,2011,2010-08-24 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
8653955,18879,Pungu maclareni,Critically Endangered,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Central Africa & Pan-Africa"
8669278,188971,Dreissena caspia,Critically Endangered,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
8678733,18909,Poropuntius speleops,Vulnerable,2011,2011-02-25 00:00:00 UTC,Stable,Freshwater (=Inland waters),Indomalayan,Global
8737530,18948,Pyrenaearia daanidentata,Vulnerable,2011,2010-07-09 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe
8738196,189483,Toxolasma pullus,Vulnerable,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
8742983,18952,Pyrenaearia organiaca,Endangered,2011,2010-07-09 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
8750326,189576,Heterogen longispira,Endangered,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
8763964,189700,Xanthophryne tigerina,Critically Endangered,2011,2011-01-27 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
8764681,189708,Codringtonia elisabethae,Vulnerable,2011,2010-09-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8764795,189709,Codringtonia gittenbergeri,Vulnerable,2011,2010-09-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8764969,189710,Codringtonia helenae,Vulnerable,2011,2010-09-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8766930,18977,Pyrgulopsis neomexicana,Critically Endangered,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
8772103,189814,Raorchestes resplendens,Critically Endangered,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
8789990,19036,Pyxis planicauda,Critically Endangered,2008,2008-01-15 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
8792821,19041,Theliderma intermedia,Critically Endangered,2000,2000-06-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
8844191,191547,Agardhiella tunde,Vulnerable,2011,2010-11-17 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe
8845034,19156,Rana latastei,Vulnerable,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic,Global & Europe
8846630,19168,Babina holsti,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
8847183,19172,Babina subaspera,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
8847938,19177,Rana muscosa,Endangered,2008,2008-01-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic,Global
8848232,19178,Lithobates onca,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
8848383,19179,Rana pretiosa,Vulnerable,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic,Global
8848570,19180,Lithobates subaquavocalis,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic,Global
8849012,19182,Lithobates tlaloci,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Neotropical,Global
8849239,19183,Rana pyrenaica,Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic,Global & Europe
8851144,19304,Ranodon sibiricus,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic,Global
8853382,193262,Lygodactylus roavolana,Endangered,2011,2011-01-28 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
8862229,193482,Calumma tarzan,Critically Endangered,2011,2011-01-26 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
8862807,193486,Paracontias kankana,Vulnerable,2011,2011-01-27 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
8862980,193487,Paracontias fasika,Critically Endangered,2011,2011-01-27 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
8873429,193870,Cochlostoma acutum,Vulnerable,2011,2011-02-26 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8873621,193871,Cochlostoma fuchsi,Vulnerable,2011,2011-02-12 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
8890889,194310,Dendrotriton chujorum,Critically Endangered,2011,2011-03-09 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global
8893732,194492,Belgrandia alcoaensis,Critically Endangered,2011,2011-06-07 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
8954148,19528,Rhinolophus canuti,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
8975287,195509,Islamia henrici,Endangered,2011,2011-03-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
8984679,19594,Rhinopithecus avunculus,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
8985249,19595,Rhinopithecus brelichi,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
8985735,19596,Rhinopithecus roxellana,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
8986243,19597,Rhinopithecus bieti,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan|Palearctic,Global
8994895,196095,Channa diplogramma,Vulnerable,2011,2010-06-15 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
8999221,196056,Myxine garmani,Vulnerable,2011,2009-11-13 00:00:00 UTC,Decreasing,Marine,,Global
9009789,19749,Rousettus bidens,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9010252,19751,Rousettus spinalatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9011990,19762,Rubrisciurus rubriventer,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9015371,19788,Rutilus ylikiensis,Endangered,2008,2008-01-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9019454,19819,Saguinus leucopus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9022609,19836,Saimiri oerstedii,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9030378,19856,Salmo carpio,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9056634,19862,Salmo obtusirostris,Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9106272,19881,Samoana fragilis,Critically Endangered,2000,2000-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9106605,19884,Samoana attenuata,Critically Endangered,2009,2007-09-21 00:00:00 UTC,Decreasing,Terrestrial,Oceanian,Global
9111329,19940,Scaphirhynchus albus,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
9111703,19942,Scaphirhynchus suttkusi,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
9111959,19943,Scaphirhynchus platorynchus,Vulnerable,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
9113453,19947,Scardinius graecus,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9122790,199722,Hemidactylus dracaenacolus,Critically Endangered,2011,2011-07-12 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
9138383,20047,Scomberomorus concolor,Vulnerable,2011,2011-02-19 00:00:00 UTC,Decreasing,Marine,,Global
9181121,20229,Simias concolor,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9186243,20321,Solenodon paradoxus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9187082,20333,Solomys ponceleti,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9187372,20335,Solomys salebrosus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9198777,20428,Spalax arenarius,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9200640,20455,Speleomantes flavus,Vulnerable,2009,2008-12-14 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe
9201003,20456,Speleomantes genei,Vulnerable,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9202057,20459,Speleomantes supramontis,Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9204055,20472,Spermophilus citellus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9229741,20760,Rattus vandeuseni,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9234928,20890,Strigocuscus celebensis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9236035,2092,Heraultiella exilis,Vulnerable,2011,2010-02-15 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean"
9247354,21184,Syconycteris carolinae,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9248392,21123,Suboestophora altamirai,Vulnerable,2011,2010-09-06 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
9248662,21124,Suboestophora hispanica,Vulnerable,2011,2010-09-07 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
9250119,2114,Arcidens wheeleri,Endangered,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
9251556,21147,Suncus montanus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9263649,21276,Tacheocampylaea raspailii,Vulnerable,2011,2011-03-08 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
9279778,21456,Taphozous hildegardeae,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
9286601,21488,Tarsius bancanus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9286921,21489,Tarsius dentatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9288932,21491,Tarsius tarsier,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9289573,21493,Tarsius sangirensis,Endangered,2011,2010-03-31 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9290015,21494,Tarsius pelengensis,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
9290712,2150,Arvicola sapidus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean"
9298297,21529,Taudactylus acutirostris,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian,Global
9298968,21531,Taudactylus eungellensis,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian,Global
9299456,21533,Taudactylus pleione,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian,Global
9303248,21627,Tenualosa thibaudeaui,Vulnerable,2011,2011-02-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
9306908,21652,Testudo kleinmanni,Critically Endangered,2003,2003-04-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9310655,21706,Thamnophis gigas,Vulnerable,2007,2007-03-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic,Global
9313344,21714,Thapsia buraensis,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
9314774,21728,Theodoxus numidicus,Vulnerable,2010,2007-10-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Northern Africa & Pan-Africa"
9319480,21788,Thomasomys pyrrhonotus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9321926,21816,Thoropa lutzi,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
9322082,21817,Thoropa petropolitana,Vulnerable,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
9328286,21858,Thunnus maccoyii,Critically Endangered,2011,2009-12-05 00:00:00 UTC,Decreasing,Marine,,Global
9329255,21859,Thunnus obesus,Vulnerable,2011,2011-02-18 00:00:00 UTC,Decreasing,Marine,,Global
9331546,21860,Thunnus thynnus,Endangered,2011,2011-02-18 00:00:00 UTC,Decreasing,Marine,,Global
9337732,2190,Astacopsis gouldi,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
9338388,2191,Astacus astacus,Vulnerable,2010,2010-06-08 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
9340864,2193,Haplochromis barbarae,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Eastern Africa & Pan-Africa"
9341151,2194,Haplochromis brownae,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Eastern Africa & Pan-Africa"
9341491,2196,Haplochromis martini,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Eastern Africa & Pan-Africa"
9341789,2197,Haplochromis megalops,Vulnerable,2010,2010-03-31 00:00:00 UTC,Increasing,Freshwater (=Inland waters),Afrotropical,"Global, Eastern Africa & Pan-Africa"
9345434,21992,Folifer yunnanensis,Endangered,2011,2011-01-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
9346099,22003,Totoaba macdonaldi,Critically Endangered,2010,2007-05-25 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,,Global
9348260,22034,Trachypithecus auratus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9348940,22037,Trachypithecus geei,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9349717,22040,Trachypithecus phayrei,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9350087,22041,Trachypithecus pileatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9350371,22042,Trachypithecus vetulus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9350654,22043,Trachypithecus delacouri,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9350930,22044,Trachypithecus laotum,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9351127,22045,Trachypithecus poliocephalus,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9356917,22103,Trichechus manatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,Global
9360310,22107,Trochulus biconicus,Endangered,2011,2010-10-01 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9368348,22254,Xerocrassa montserratensis,Endangered,2011,2010-09-19 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
9370791,22346,Tropidophoxinellus spartiaticus,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9380224,22727,Uma inornata,Endangered,2007,2007-03-01 00:00:00 UTC,Decreasing,Terrestrial,Nearctic,Global
9380477,22730,Umbra krameri,Vulnerable,2011,2010-03-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9387270,2279,Ateles geoffroyi,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9392487,22829,Valencia hispanica,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9393054,22830,Valencia letourneuxi,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9393833,22834,Vallonia suevica,Endangered,2011,2010-09-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9396856,22888,Varanus olivaceus,Vulnerable,2009,2007-04-22 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
9404092,22976,Venustaconcha trabalis,Critically Endangered,2000,2000-06-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global
9405430,22985,Montivipera albizona,Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9406111,22992,Montivipera latifii,Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9406628,22997,Vipera ursinii,Vulnerable,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
9406944,22998,Montivipera wagneri,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9407153,23000,Vipera darevskii,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
9418531,23142,Xerosecta adolfi,Endangered,2011,2010-08-19 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
9425121,23175,Yunnanilus nigromaculatus,Endangered,2011,2011-01-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
9427850,23207,Zingel asper,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9437439,2420,Austroassiminea letha,Endangered,2011,2011-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
9438817,2430,Austropotamobius pallipes,Endangered,2010,2010-04-14 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
9441445,2461,Babyrousa babyrussa,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
9457226,2575,Luciobarbus comizo,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9457379,2576,Barbus euboicus,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Stable,Freshwater (=Inland waters),Palearctic,Global & Europe
9457532,2577,Luciobarbus guiraonis,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9457709,2578,Barbus haasi,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9457863,2580,Luciobarbus microcephalus,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9459589,2590,Luciobarbus steindachneri,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9459989,2592,Barbus caninus,Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9464807,2647,Batrachoseps simatus,Vulnerable,2010,2009-01-12 00:00:00 UTC,Stable,Terrestrial,Nearctic,Global
9465354,2649,Batrachoseps campi,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic,Global
9465637,2664,Afghanodon mustersi,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
9466224,2666,Iranodon gorganensis,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global
9472146,2725,Belgrandiella austriana,Critically Endangered,2010,2009-12-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9472338,2726,Belgrandiella fuchsi,Vulnerable,2010,2010-02-02 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9472571,2728,Belgrandiella parreyssii,Critically Endangered,2010,2009-12-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9472799,2729,Belgrandiella styriaca,Critically Endangered,2010,2009-12-14 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9473080,2732,Belgrandiella ganslmayri,Critically Endangered,2010,2009-12-15 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9473291,2734,Belgrandiella mimula,Critically Endangered,2010,2010-01-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9473468,2735,Belgrandiella pelerei,Critically Endangered,2010,2009-12-14 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9473668,2737,Belgrandiella wawrai,Endangered,2010,2010-02-02 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe
9474452,2741,Bellamya crawshayi,Endangered,2010,2008-06-05 00:00:00 UTC,Stable,Freshwater (=Inland waters),Afrotropical,"Global, Central Africa & Pan-Africa"
9475913,2748,Bellamya mweruensis,Critically Endangered,2010,2008-06-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Central Africa & Pan-Africa"
9476143,2749,Bellamya pagodiformis,Critically Endangered,2010,2008-06-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Central Africa & Pan-Africa"
9483619,2810,Biomphalaria tchadiensis,Endangered,2010,2006-08-06 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,"Global, Pan-Africa & Western Africa"
9484719,2814,Bison bonasus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Increasing,Terrestrial,Palearctic,Global
9493475,2917,Bothrops insularis,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global
9495413,29416,Ebenavia maintimainty,Endangered,2011,2011-01-25 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global
9496492,29430,Dendropsophus amicorum,Critically Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
9498147,29452,Bavayia exsuccida,Endangered,2010,2009-06-30 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global
