assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,assessmentDate,populationTrend,systems,realm,scopes
86901318,135837,Amolops vitreus,Vulnerable,2017,2015-11-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
87281444,58597,Sylvirana faber,Vulnerable,2018,2015-12-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
87310245,86803284,Anisarthron barbipes,Vulnerable,2017,2016-03-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
87310570,86805020,Drymochares truquii,Endangered,2017,2016-03-31 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe
87310820,86805885,Grammoptera viridipennis,Vulnerable,2017,2016-04-01 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
87311056,86806645,Neopiciella sicula,Vulnerable,2017,2016-04-05 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
87311361,86807269,Pedostrangalia ariadne,Vulnerable,2017,2016-03-03 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
87311442,86807246,Pedostrangalia revestita,Vulnerable,2017,2016-03-03 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe
87313368,86863159,Coelometopus cobosi,Vulnerable,2017,2016-09-11 00:00:00 UTC,Stable,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
87340660,87329230,Corticeus versipellis,Endangered,2017,2016-09-11 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
87450322,136002,Theloderma ryabovi,Endangered,2017,2015-12-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
87451658,61886,Theloderma petilum,Vulnerable,2017,2015-12-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
87542009,54511,Atelopus flavescens,Vulnerable,2004,2004-04-30 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
87676070,76317600,Leptopelis grandiceps,Vulnerable,2016,2015-12-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global
87734864,87734849,Oreobates berdemenos,Vulnerable,2019,2017-10-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
87794520,77318469,Andinobates geminisae,Critically Endangered,2019,2018-06-30 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
87854253,58130,Phrynobatrachus pakenhami,Endangered,2016,2015-12-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global
87891016,48103132,Rhacophorus calcaneus,Endangered,2018,2015-12-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
87952169,136018,Amolops cucae,Endangered,2017,2015-12-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
88018124,117582065,Gazella arabica,Vulnerable,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global
88074774,59701,Coenagriocnemis insularis,Endangered,2017,2016-09-08 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global
88078700,60276,Thalassothemis marchali,Endangered,2017,2016-07-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global
88312479,88219153,Guibemantis diphonus,Critically Endangered,2016,2016-03-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global
88692605,20332,Solisorex pearsoni,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
88693042,21143,Suncus fellowesgordoni,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
88920562,135868,Tylototriton vietnamensis,Endangered,2016,2016-01-29 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
89195689,2645,Telmatobius macrostomus,Endangered,2018,2018-02-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Neotropical,Global
89195823,29415,Boana palaestes,Endangered,2018,2018-03-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89196113,54506,Atelopus erythropus,Critically Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89196220,54539,Atelopus peruensis,Critically Endangered,2018,2018-03-31 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89196809,54608,Rhinella chavin,Endangered,2018,2018-02-28 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89196913,54615,Nannophryne cophotis,Critically Endangered,2018,2018-03-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89197819,54892,Truebella tothastes,Endangered,2018,2018-02-28 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89198000,54917,Centrolene hesperium,Endangered,2018,2018-03-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89198547,54979,Nymphargus phenax,Endangered,2018,2018-03-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89200227,55154,Hyloxalus sylvaticus,Endangered,2018,2017-12-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89200449,55169,Hyloxalus azureiventris,Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89200615,55178,Excidobates captivus,Vulnerable,2018,2017-09-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89201026,55193,Excidobates mysteriosus,Endangered,2018,2017-06-07 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89201681,55214,Ameerega bassleri,Vulnerable,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89201830,55219,Ameerega cainarachi,Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89202206,55232,Ameerega pongoensis,Vulnerable,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89202378,55234,Ameerega rubriventris,Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89202518,55236,Ameerega silverstonei,Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89203248,55340,Gastrotheca lateonota,Vulnerable,2019,2016-06-29 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89203733,55360,Gastrotheca stictopleura,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89204767,56329,Telmatobius brachydactylus,Endangered,2018,2018-02-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89204905,56341,Ceratophrys stolzmanni,Vulnerable,2018,2018-03-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89205895,56503,Pristimantis ceuthospilus,Vulnerable,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89206416,56526,Pristimantis cosnipatae,Critically Endangered,2017,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89207822,56763,Pristimantis metabates,Endangered,2019,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89208732,56850,Pristimantis petrobardus,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89208817,56861,Pristimantis pinguis,Endangered,2018,2017-12-08 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89209217,56911,Pristimantis rhodoplichus,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89209444,56932,Pristimantis rufioculis,Vulnerable,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89210307,57200,Psychrophrynella bagrecito,Critically Endangered,2017,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89210796,57207,Phrynopus dagmarae,Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211204,57210,Phrynopus heimorum,Critically Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211332,57211,Phrynopus horstpauli,Endangered,2018,2017-01-16 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211539,57213,Phrynopus juninensis,Critically Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211672,57214,Phrynopus kauneorum,Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211791,57217,Niceforonia lucida,Endangered,2018,2018-03-16 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89211934,57218,Phrynopus montium,Endangered,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89212044,57220,Lynchius nebulanastes,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89212150,57221,Lynchius parkeri,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89212498,57227,Pristimantis simonsii,Vulnerable,2018,2018-02-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89212949,57234,Noblella lynchi,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89213199,57325,Telmatobius atahualpai,Vulnerable,2017,2017-04-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89213506,57358,Telmatobius rimac,Vulnerable,2017,2017-04-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89216338,135751,Pristimantis ornatus,Endangered,2017,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89218336,135890,Atelopus pyrodactylus,Critically Endangered,2019,2018-03-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89218505,135900,Pristimantis albertus,Vulnerable,2018,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89218633,135985,Rhinella yanachaga,Endangered,2018,2017-01-20 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global
89219032,136021,Microkayla boettgeri,Critically Endangered,2019,2018-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89219317,136031,Pristimantis wagteri,Endangered,2018,2017-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89219963,136061,Pristimantis cordovae,Endangered,2017,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89220882,136132,Pristimantis pardalinus,Endangered,2017,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89221263,136162,Atelopus epikeisthos,Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89221443,158466,Atelopus eusebiodiazi,Critically Endangered,2018,2018-03-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89222132,158545,Atelopus oxapampae,Endangered,2018,2017-04-17 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89224207,193430,Ranitomeya summersi,Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89224409,193431,Ranitomeya benedicta,Vulnerable,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89224918,18435550,Atelopus podocarpus,Critically Endangered,2018,2018-04-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226052,77187813,Ameerega pepperi,Vulnerable,2018,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226062,77187888,Ameerega yoshina,Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226092,78500940,Gastrotheca nebulanastes,Endangered,2018,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89226107,78517604,Boana gladiator,Vulnerable,2018,2017-04-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226147,78535863,Phrynopus vestigiatus,Endangered,2017,2017-04-18 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89226187,78586413,Telmatobius ventriflavum,Critically Endangered,2019,2018-03-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226207,79076012,Boana tetete,Vulnerable,2018,2018-05-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226267,88991897,Rhinella arequipensis,Endangered,2020,2018-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
89226277,89183310,Noblella madreselva,Critically Endangered,2018,2017-04-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89262191,58834,Pseudophilautus decoris,Critically Endangered,2016,2016-03-03 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302525,89296085,Platyrhaphe sp. nov. 1,Vulnerable,2016,2016-02-09 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302540,89298205,Notharinia sp. nov. 'Khoe La',Critically Endangered,2016,2016-02-12 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302560,89293271,Anauchen informis,Vulnerable,2016,2016-02-11 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302570,89298258,Notharinia sp. nov. 'Khoe La & Ong',Critically Endangered,2016,2016-02-12 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302575,89295783,Cyclophorus sp. nov. 'Periomphalic furrow',Endangered,2016,2016-02-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302585,89299396,Sesara sp. nov. 'Bai Voi',Critically Endangered,2016,2016-02-11 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302590,89298432,"Macrochlamys sp. nov. 'White, umbilicate'",Endangered,2016,2016-02-09 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302600,89295807,Cyclophorus sp. nov. 'cave',Endangered,2016,2016-02-09 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302610,89294363,Acmella sp. nov. 'Ba Tai',Vulnerable,2016,2016-02-09 00:00:00 UTC,Stable,Terrestrial,Indomalayan,Global
89302625,89293224,Acinolaemus carcharodon,Vulnerable,2016,2016-02-10 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302630,89299198,Microcystina sp. nov. 'Kien Luong',Endangered,2016,2016-02-11 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89302635,89299048,Microcystina sp. nov. 'Ba Tai',Vulnerable,2016,2016-02-09 00:00:00 UTC,Stable,Terrestrial,Indomalayan,Global
89311761,61881,Pseudophilautus hallidayi,Vulnerable,2016,2016-03-03 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89364981,136159,Papurana waliesa,Vulnerable,2008,2008-01-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian,Global
89365142,58551,Indosylvirana aurantiaca,Vulnerable,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
89371275,59371,Isthmura bellii,Vulnerable,2010,2008-12-21 00:00:00 UTC,Decreasing,Terrestrial,Nearctic|Neotropical,Global
89371649,59380,Isthmura gigantea,Critically Endangered,2008,2008-01-01 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
89564697,89564278,Anonyxmolytes lilliput,Vulnerable,2016,2016-02-09 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89579358,89579216,Eustra honchongensis,Endangered,2016,2016-02-09 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89581576,89581366,Eutrichodesmus griseus,Vulnerable,2016,2016-02-10 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89624491,7950,Equus grevyi,Endangered,2016,2016-08-25 00:00:00 UTC,Stable,Terrestrial,Afrotropical,Global
89641304,22720960,Emberiza rustica,Vulnerable,2016,2016-10-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Nearctic|Palearctic,Global
89652202,89652199,Gnomulus bedoharvengorum,Endangered,2016,2016-02-10 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89656508,89656504,Isometrus deharvengi,Endangered,2016,2016-02-10 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89690824,89690813,Microblattellus lecongmani,Vulnerable,2016,2016-02-10 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89695366,89695351,Burmoniscus sp. nov. 'HC - first segment white',Endangered,2016,2016-02-11 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89695779,89695701,Ceratophysella sp. nov. 'HC',Critically Endangered,2016,2016-02-11 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
89797267,152320185,Scleropages formosus,Endangered,2019,2019-06-03 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
89824311,89824307,Parosphromenus alfredi,Critically Endangered,2019,2019-01-14 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
89848479,6710,Discherodontus halei,Endangered,2019,2019-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
89930151,89930126,Anniella grinnelli,Endangered,2019,2016-03-29 00:00:00 UTC,Decreasing,Terrestrial,Nearctic,Global
90129135,85341790,Ecnomiohyla veraguensis,Endangered,2019,2018-06-05 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global
90238127,63219,Proischnura polychromatica,Endangered,2018,2017-10-26 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,"Global, Pan-Africa & S. Africa FW"
90332123,90332118,Paedocypris micromegethes,Vulnerable,2019,2019-01-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
90332155,2782,Betta macrostoma,Vulnerable,2019,2018-12-28 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
90332196,90332191,Oryzias woworae,Endangered,2019,2019-01-28 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90332699,7725,Encheloclarias curtisoma,Endangered,2019,2019-01-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
90341807,22728245,Chlamydotis undulata,Vulnerable,2016,2016-10-01 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical|Palearctic,Global
90344073,90344071,Pseudogaurotina excellens,Endangered,2017,2016-03-09 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
90377135,90377132,Chelonoidis donfaustoi,Critically Endangered,2017,2016-03-26 00:00:00 UTC,Increasing,Terrestrial,Neotropical,Global
90531097,78926514,Hyalinobatrachium anachoretus,Endangered,2018,2018-03-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global
90563705,22720676,Pyrrhula murina,Vulnerable,2016,2016-10-01 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global
90818329,5588,Crocidura zimmermanni,Endangered,2019,2018-06-13 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean"
90823992,9128,Gerbillus hesperinus,Endangered,2019,2016-08-17 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Mediterranean
90865453,13461,Microtus bavaricus,Critically Endangered,2019,2019-08-03 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe
90961057,57843,Kalophrynus palmatissimus,Endangered,2018,2018-01-16 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global
90979898,16194,Paratherina labiosa,Critically Endangered,2019,2018-10-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90980062,21572,Telmatherina bonti,Endangered,2019,2018-06-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90980251,21580,Telmatherina wahjui,Endangered,2019,2018-06-13 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90980952,23123,Xenopoecilus sarasinorum,Critically Endangered,2019,2019-01-28 00:00:00 UTC,Stable,Freshwater (=Inland waters),Australasian,Global
90982516,13921,Mugilogobius adeia,Endangered,2019,2018-06-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90982759,13919,Mugilogobius latifrons,Endangered,2019,2018-06-12 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90983088,21352,Mugilogobius sarasinorum,Endangered,2019,2018-12-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Australasian,Global
90986997,58361,Limnonectes nitidus,Endangered,2018,2018-01-16 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
90996299,70032451,Barbodes bunau,Vulnerable,2019,2019-01-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
90998826,90998768,Brevibora dorsiocellata,Endangered,2019,2018-12-24 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91005782,91005744,Lobocheilos falcifer,Vulnerable,2019,2019-01-08 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91073474,91073440,Rasbora lateristriata,Vulnerable,2019,2019-01-16 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91073591,91073567,Rasbora leptosoma,Vulnerable,2019,2018-12-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91075296,91075292,Sundadanio atomus,Endangered,2019,2019-01-28 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91075410,91075306,Sundadanio axelrodi,Vulnerable,2019,2019-01-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91075451,91075441,Sundadanio echinus,Vulnerable,2019,2019-01-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91075543,91075472,Sundadanio gargula,Vulnerable,2019,2019-01-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91075633,91075556,Sundadanio goblinus,Endangered,2019,2019-01-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91105826,91105797,Balitoropsis ophiolepis,Vulnerable,2019,2019-01-03 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91106019,91105981,Homaloptera ocellata,Vulnerable,2019,2019-01-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91106768,91106592,Homalopteroides wassinkii,Vulnerable,2019,2019-01-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91170072,91170045,Gastromyzon crenastus,Vulnerable,2019,2019-01-10 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91180621,91180605,Hemibagrus planiceps,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91180804,91180794,Hemibagrus lacustrinus,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91182775,91182771,Mystus punctifer,Vulnerable,2019,2019-05-15 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91183024,169543,Pseudomystus myersi,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91183718,91183704,Pseudomystus robustus,Endangered,2020,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91211570,91211566,Kryptopterus piperatus,Vulnerable,2020,2019-05-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91211891,91211887,Ompok binotatus,Endangered,2020,2019-06-07 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91212022,91212012,Ompok pluriradiatus,Endangered,2020,2019-05-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91212104,91212100,Ompok supernus,Vulnerable,2019,2019-05-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91213347,91213337,Silurichthys ligneolus,Vulnerable,2019,2019-05-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91214721,91214712,Glyptothorax plectilis,Vulnerable,2020,2019-06-06 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91216081,91216070,Parakysis anomalopteryx,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91216175,91216165,Parakysis hystriculus,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91216353,91216246,Parakysis verrucosus,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91226511,91226506,Clarias kapuasensis,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91226662,91226655,Clarias pseudonieuhofii,Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91226672,91226668,Clarias sulcatus,Critically Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91227276,7726,Encheloclarias kelioides,Critically Endangered,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91227310,7728,Encheloclarias tapeinopterus,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91227398,91227393,Encheloclarias medialis,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91227428,91227424,Encheloclarias velatus,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91227545,91227479,Chaca serica,Vulnerable,2019,2018-09-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
91234248,58278,Fejervarya murthii,Critically Endangered,2016,2004-05-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
91236128,58282,Fejervarya nilagirica,Endangered,2016,2004-05-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global
91285682,40092,Paludomus ajanensis,Endangered,2016,2016-05-29 00:00:00 UTC,Stable,Freshwater (=Inland waters),Afrotropical,Global
91287686,618,Africanogyrus rodriguezensis,Vulnerable,2016,2016-06-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Afrotropical,Global
91307128,91307122,Betta albimarginata,Endangered,2019,2018-12-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global
