assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,assessmentDate,populationTrend,systems
4250973,136150,Microkayla saltator,Critically Endangered,2009,2009-09-03 00:00:00 UTC,Stable,Terrestrial
4257650,136191,Pseudohynobius shuichengensis,Vulnerable,2008,2008-01-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4258685,13620,Mogurnda variegata,Critically Endangered,2009,2007-03-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4263124,136230,Echiothrix centrosa,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4279864,136356,Dyacopterus brooksi,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4292200,136441,Nyctimene keasti,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4298208,136480,Thomasomys macrotis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4301419,136500,Presbytis natunae,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4306390,136531,Pteropus ualanus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Stable,Terrestrial
4311929,136569,Macaca munzala,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4312676,136575,Thomasomys onkiro,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4316355,136596,Crocidura hikmiya,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4321414,136640,Cacajao hosomi,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4333989,136739,Hipposideros inornatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Stable,Terrestrial
4336825,136765,Nyctalus furvus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4338386,136776,Harpyionycteris celebensis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4342098,136807,Nyctophilus nebulosus,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4343857,136823,Eptesicus japonensis,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4361614,13885,Mormopterus norfolkensis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4366971,13936,Murina aenea,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4369018,13945,Murina rozendaali,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4389146,14087,Myomimus roachi,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4391212,14108,Myosorex longicaudatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4392443,14111,Myosorex blarina,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4427784,14261,Mystacina tuberculata,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4429442,14294,Naemorhedus baileyi,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4429742,14295,Naemorhedus caudatus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4430834,14303,Naemorhedus griseus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4434312,14352,Nasalis larvatus,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4438755,14491,Nemacheilus troglocataractus,Critically Endangered,2011,2011-02-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4446470,14583,Neotoma angustapalata,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4453417,14660,Nesokia bunnii,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4458797,14735,Neurergus strauchii,Vulnerable,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4478321,14932,Nycteris javanica,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4481461,14941,Nycticebus pygmaeus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4482609,14953,Nyctimene rabori,Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4483524,14960,Nyctimene minutus,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4484777,14969,Litoria dayi,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4488452,15019,Obelus despreauxii,Vulnerable,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial
4507899,15263,Oligosoma fallai,Vulnerable,2010,2009-06-30 00:00:00 UTC,Stable,Terrestrial
4514646,15335,Onychogomphus assimilis,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4514812,15336,Onychogomphus macrodon,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
4531497,153680,Tenuibranchiurus glypticus,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4543589,153777,Procambarus digueti,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4545113,153788,Procambarus ortmannii,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4548192,153812,Cambarus veitchorum,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4550479,153827,Procambarus bouvieri,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4556420,153870,Procambarus contrerasi,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4567592,153947,Procambarus roberti,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4576829,154016,Procambarus regiomontanus,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4584964,15436,Orconectes peruncus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4586462,15447,Orcula fuchsi,Critically Endangered,2011,2010-11-12 00:00:00 UTC,Decreasing,Terrestrial
4587658,15457,Oreochromis esculentus,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4587788,15458,Oreochromis variabilis,Critically Endangered,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4587978,15459,Oreoglanis siamensis,Endangered,2011,2011-02-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4683552,154986,Paraclinus magdalenae,Endangered,2010,2007-05-25 00:00:00 UTC,Stable,Marine
4731228,155156,Lepidonectes corallicola,Vulnerable,2010,2007-05-23 00:00:00 UTC,Stable,Marine
4779007,155347,Hemicycla pouchet,Vulnerable,2011,2010-09-30 00:00:00 UTC,Decreasing,Terrestrial
4786103,155489,Plagigeyeria montenigrina,Critically Endangered,2010,2009-11-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4792366,155523,Islamia trichoniana,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4792690,155525,Bythiospeum sterkianum,Endangered,2011,2010-02-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4792966,155527,Heleobia foxianensis,Endangered,2010,2009-05-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4797794,155557,Islamia graeca,Critically Endangered,2011,2009-10-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4798342,155561,Melanopsis penchinati,Critically Endangered,2011,2010-02-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4802004,155573,Vinodolia gluhodolica,Endangered,2010,2009-11-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4802619,155578,Dianella thiesseana,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4804979,155590,Bythinella wawrzineki,Vulnerable,2010,2009-11-09 00:00:00 UTC,Stable,Freshwater (=Inland waters)
4805631,155595,Microcondylaea bonellii,Vulnerable,2011,2009-11-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4815100,155651,Sardohoratia islamioides,Endangered,2010,2009-12-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4815624,155654,Alzoniella finalina,Endangered,2011,2010-01-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4823960,155688,Marstoniopsis armoricana,Critically Endangered,2011,2010-02-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4830510,155720,Stankovicia baicaliiformis,Critically Endangered,2010,2009-11-25 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4831295,155727,Pseudamnicola gasulli,Vulnerable,2011,2010-05-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4835365,155737,Melanopsis parreyssii,Critically Endangered,2011,2010-02-10 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4836828,155748,Islamia epirana,Vulnerable,2011,2010-04-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4838395,155759,Radix pinteri,Endangered,2010,2009-10-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4840652,155775,Mercuria sarahae,Critically Endangered,2010,2008-11-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4843259,155791,Radomaniola elongata,Critically Endangered,2010,2009-06-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4845234,155799,Heleobia tritonum,Critically Endangered,2011,2010-02-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4845975,155806,Ohridohauffenia minuta,Critically Endangered,2010,2009-11-24 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4846502,155810,Bythiospeum dubium,Critically Endangered,2010,2008-08-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4857868,155867,Bythiospeum bormanni,Endangered,2010,2010-01-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4858893,155873,Boetersiella sturmi,Endangered,2011,2009-12-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4863778,155906,Mercuria vindilica,Endangered,2010,2009-11-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4869127,155932,Alzoniella edmundi,Endangered,2011,2008-12-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4872447,155947,Bythinella eurystoma,Vulnerable,2010,2009-11-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4887080,156011,Tarraconia gasulli,Critically Endangered,2011,2009-07-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4887308,156078,Vinodolia lacustris,Critically Endangered,2010,2009-11-26 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4891185,156088,Dianella schlickumi,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4912772,156158,Alzoniella asturica,Endangered,2011,2009-05-31 00:00:00 UTC,Stable,Freshwater (=Inland waters)
4916867,156174,Belgrandiella multiformis,Critically Endangered,2010,2009-12-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4920120,156183,Paladilhiopsis neaaugustensis,Critically Endangered,2011,2010-04-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
4925317,156311,Xerogyra spadae,Vulnerable,2011,2011-04-03 00:00:00 UTC,Decreasing,Terrestrial
4929725,156337,Codringtonia parnassia,Vulnerable,2011,2010-09-08 00:00:00 UTC,Decreasing,Terrestrial
4930190,156341,Canariella eutropis,Endangered,2011,2010-09-29 00:00:00 UTC,Stable,Terrestrial
4933329,156363,Rupestrella homala,Vulnerable,2011,2011-04-02 00:00:00 UTC,Stable,Terrestrial
4942863,156423,Xerogyra grovesiana,Endangered,2011,2011-04-03 00:00:00 UTC,Decreasing,Terrestrial
4943396,156428,Ichnusomunda usticensis,Vulnerable,2011,2011-03-25 00:00:00 UTC,Stable,Terrestrial
4948557,156460,Tacheocampylaea cyrniaca,Endangered,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial
4959988,156531,Discula pulvinata,Endangered,2011,2010-08-31 00:00:00 UTC,Stable,Terrestrial
4965956,15657,Otomys occidentalis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
4972079,156608,Eucobresia pegorarii,Endangered,2011,2010-10-01 00:00:00 UTC,Decreasing,Terrestrial
4981526,156671,Canariella huttereri,Endangered,2011,2010-09-30 00:00:00 UTC,Decreasing,Terrestrial
4982957,156684,Obelus moratus,Vulnerable,2011,2010-09-29 00:00:00 UTC,Stable,Terrestrial
4988967,156729,Napaeus rupicola,Vulnerable,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial
4990239,156738,Chilostoma adelozona,Vulnerable,2011,2010-10-01 00:00:00 UTC,Decreasing,Terrestrial
4993985,156766,Hemicycla efferata,Critically Endangered,2011,2011-03-24 00:00:00 UTC,Decreasing,Terrestrial
4998382,156793,Vidovicia coerulans,Vulnerable,2011,2010-10-02 00:00:00 UTC,Decreasing,Terrestrial
4999775,156802,Helicella valdeona,Vulnerable,2011,2010-08-10 00:00:00 UTC,Stable,Terrestrial
5001661,156813,Xerocrassa cardonae,Vulnerable,2011,2010-09-24 00:00:00 UTC,Decreasing,Terrestrial
5002816,156819,Orcula zilchi,Vulnerable,2011,2010-08-14 00:00:00 UTC,Stable,Terrestrial
5006683,156847,Hemicycla paeteliana,Critically Endangered,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial
5014869,156906,Codringtonia intusplicata,Vulnerable,2011,2010-09-08 00:00:00 UTC,Decreasing,Terrestrial
5017251,156924,Codringtonia neocrassa,Vulnerable,2011,2010-09-08 00:00:00 UTC,Decreasing,Terrestrial
5021379,156957,Xerocrassa roblesi,Vulnerable,2011,2010-09-12 00:00:00 UTC,Decreasing,Terrestrial
5023039,156968,Tacheocampylaea carotii,Vulnerable,2011,2011-04-05 00:00:00 UTC,Decreasing,Terrestrial
5023208,156970,Platyla procax,Vulnerable,2011,2010-06-24 00:00:00 UTC,Stable,Terrestrial
5026093,156990,Rupestrella jaeckeli,Vulnerable,2011,2011-04-02 00:00:00 UTC,Stable,Terrestrial
5028636,157064,Solatopupa cianensis,Vulnerable,2011,2010-09-29 00:00:00 UTC,Stable,Terrestrial
5033135,157021,Chondrina gasulli,Vulnerable,2011,2010-09-07 00:00:00 UTC,Decreasing,Terrestrial
5035194,157027,Tacheocampylaea acropachia,Endangered,2011,2011-04-05 00:00:00 UTC,Decreasing,Terrestrial
5045095,157072,Napaeus doliolum,Endangered,2011,2010-09-29 00:00:00 UTC,Decreasing,Terrestrial
5055702,157218,Rupestrella occulta,Vulnerable,2011,2011-04-02 00:00:00 UTC,Stable,Terrestrial
5055854,157219,Argna valsabina,Vulnerable,2011,2010-11-09 00:00:00 UTC,Decreasing,Terrestrial
5060934,157252,Podarcis cretensis,Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial
5072127,157290,Podarcis levendis,Vulnerable,2009,2008-12-14 00:00:00 UTC,Stable,Terrestrial
5076068,15739,Ovis orientalis,Vulnerable,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
5079917,157487,Ropalopus ungaricus,Endangered,2010,2009-06-05 00:00:00 UTC,Decreasing,Terrestrial
5098836,157575,Osmoderma lassallei,Endangered,2010,2009-06-05 00:00:00 UTC,Decreasing,Terrestrial
5126247,157692,Ampedus hjorti,Vulnerable,2010,2009-06-05 00:00:00 UTC,Decreasing,Terrestrial
5246459,15866,Pacifastacus fortis,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5247450,158668,Metaphya elongata,Vulnerable,2009,2007-09-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
5263874,15870,Neogobius nigricans,Vulnerable,2006,2006-01-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5324699,15944,Pangasianodon gigas,Critically Endangered,2011,2011-04-13 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5324983,15945,Pangasius sanitwongsei,Critically Endangered,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5348650,160001,Liptena tiassale,Vulnerable,2011,2008-01-01 00:00:00 UTC,Stable,Terrestrial
5373226,160595,Pseudochazara cingovskii,Critically Endangered,2010,2009-01-29 00:00:00 UTC,Decreasing,Terrestrial
5390513,16118,Haplochromis crassilabris,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5397463,161320,Rhinobatos albomaculatus,Vulnerable,2009,2008-12-01 00:00:00 UTC,Decreasing,Marine
5417520,161409,Rhinobatos irvinei,Vulnerable,2009,2008-12-01 00:00:00 UTC,Decreasing,Marine
5420694,161425,Raja undulata,Endangered,2009,2003-09-03 00:00:00 UTC,Decreasing,Marine
5432745,161477,Malacoraja senta,Endangered,2009,2004-06-16 00:00:00 UTC,Decreasing,Marine
5447511,161542,Amblyraja radiata,Vulnerable,2009,2004-09-09 00:00:00 UTC,Decreasing,Marine
5454551,161570,Lamiopsis temminckii,Endangered,2009,2008-12-01 00:00:00 UTC,Decreasing,Marine
5468670,161631,Leucoraja ocellata,Endangered,2009,2004-06-15 00:00:00 UTC,Decreasing,Marine
5473210,161652,Holohalaelurus favus,Endangered,2009,2008-12-01 00:00:00 UTC,Decreasing,Marine
5476757,161669,Beringraja pulchra,Vulnerable,2009,2004-09-07 00:00:00 UTC,Decreasing,Marine
5478093,161675,Holohalaelurus punctatus,Endangered,2009,2008-12-01 00:00:00 UTC,Decreasing,Marine
5598191,16296,Partula affinis,Critically Endangered,2009,2007-10-20 00:00:00 UTC,Decreasing,Terrestrial
5599727,16304,Partula clara,Critically Endangered,2009,2007-10-20 00:00:00 UTC,Decreasing,Terrestrial
5600539,16313,Partula hyalina,Vulnerable,2009,2007-10-20 00:00:00 UTC,Decreasing,Terrestrial
5601670,16321,Partula otaheitana,Critically Endangered,2009,2007-10-20 00:00:00 UTC,Decreasing,Terrestrial
5636687,163691,Urothemis abbotti,Vulnerable,2009,2007-06-29 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5643642,163736,Macromia erato,Vulnerable,2009,2007-03-28 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5660074,163853,Paragomphus tachyerges,Vulnerable,2009,2007-06-08 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5660955,163861,Diplacina arsinoe,Vulnerable,2009,2007-07-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5664672,163892,Protosticta rozendalorum,Critically Endangered,2009,2007-04-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5667928,163920,Procordulia lompobatang,Endangered,2009,2007-03-13 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5670011,163937,Protosticta gracilis,Critically Endangered,2009,2007-06-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5670142,163938,Macromia irina,Vulnerable,2009,2007-04-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5721568,16411,Pasmaditta jungermanniae,Vulnerable,2006,2006-01-31 00:00:00 UTC,Stable,Terrestrial
5908003,164562,Acanthodactylus harranensis,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial
5915480,164647,Phrynocephalus persicus,Vulnerable,2009,2008-12-14 00:00:00 UTC,Stable,Terrestrial
5918772,16470,Pedostibes tuberculosus,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
5920222,164717,Montivipera albicornuta,Vulnerable,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial
5923724,164759,Phrynocephalus horvathi,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial
5924622,164768,Vipera anatolica,Critically Endangered,2009,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial
5932213,164853,Hauffenia edlingeri,Critically Endangered,2011,2011-02-08 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5938003,164915,Cambarus speleocoopi,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
5959644,165007,Epigomphus armatus,Endangered,2009,2007-03-01 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters)
6004975,165347,Theodoxus baeticus,Critically Endangered,2011,2010-05-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6006155,165357,Theodoxus valentinus,Critically Endangered,2011,2009-05-31 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6011471,165387,Gabbiella tchadiensis,Endangered,2010,2006-08-06 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6062907,165548,Schismatorhynchos nukta,Endangered,2011,2010-09-16 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6151012,165861,Holacanthus clarionensis,Vulnerable,2010,2009-10-10 00:00:00 UTC,Stable,Marine
6173054,166094,Anabarilius qiluensis,Critically Endangered,2011,2011-01-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6174016,166099,Cyprinus ilishaestomus,Critically Endangered,2011,2009-09-16 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6174604,166033,Bangana decorus,Critically Endangered,2011,2011-01-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6175926,166039,Cyprinus barbatus,Critically Endangered,2011,2011-01-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6176917,166114,Sinocyclocheilus yangzongensis,Critically Endangered,2011,2011-01-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6177364,166116,Sinocyclocheilus tingi,Endangered,2011,2009-08-11 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6181474,166068,Anabarilius yangzonensis,Critically Endangered,2011,2011-01-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6185594,166165,Parasinilabeo assimilis,Vulnerable,2011,2010-08-10 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6185765,166166,Ptychidio jordani,Critically Endangered,2011,2011-01-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6187250,166177,Anabarilius andersoni,Critically Endangered,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6189259,166192,Poropuntius chonglingchungi,Critically Endangered,2011,2011-01-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6189912,166201,Yunnanilus pleurotaenia,Vulnerable,2011,2011-01-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6190864,166210,Cyprinus chilia,Endangered,2011,2011-01-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6191057,166213,Cranoglanis bouderius,Vulnerable,2011,2011-01-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6193145,166271,Cuneopsis rufescens,Vulnerable,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6194151,166277,Lamprotula polysticta,Vulnerable,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6195142,166288,Lamprotula tortuosa,Vulnerable,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6195928,166291,Lamprotula scripta,Vulnerable,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6197168,166305,Lamprotula triclava,Critically Endangered,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6197608,166308,Lamprotula rochechouartii,Vulnerable,2011,2009-09-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6198321,166311,Margarya mansuyi,Endangered,2009,2008-03-28 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6200481,166399,Botia rostrata,Vulnerable,2010,2009-10-06 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6218468,166482,Devario horai,Endangered,2010,2010-01-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6230103,166531,Cirrhinus cirrhosus,Vulnerable,2011,2011-03-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6238543,16657,Peromyscus dickeyi,Critically Endangered,2008,2008-06-30 00:00:00 UTC,Decreasing,Terrestrial
6239963,166578,Cyprinion semiplotum,Vulnerable,2010,2009-10-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6242813,166591,Carinotetraodon travancoricus,Vulnerable,2011,2010-09-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6253629,166643,Schistura kangjupkhulensis,Endangered,2010,2010-01-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6297576,167002,Pseudohemiculter dispar,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6298367,167009,Bangana tonkinensis,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6304104,167119,Gomphidia kelloggi,Endangered,2009,2007-07-13 00:00:00 UTC,Stable,Freshwater (=Inland waters)
6363594,167656,Lepthoplosternum tordilho,Endangered,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6364136,167660,Pseudotocinclus tietensis,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6364290,167661,Orestias ctenolepis,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6368405,167691,Listrura camposae,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6368531,167692,Orestias pentlandii,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6369549,167699,Orestias olivaceus,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6374329,167733,Astyanax trierythropterus,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6375829,167744,Brycon orthotaenia,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6378899,167765,Austrolebias affinis,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6380672,167776,Astyanax cordovae,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6385118,167803,Orestias silustani,Vulnerable,2009,2007-03-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
6440166,16801,Phaeognathus hubrichti,Endangered,2004,2004-04-30 00:00:00 UTC,Decreasing,Terrestrial
6447793,168096,Cyathopoma picardense,Endangered,2009,2006-01-11 00:00:00 UTC,Decreasing,Terrestrial
6448405,168099,Tropidophora gardineri,Endangered,2009,2006-01-11 00:00:00 UTC,Decreasing,Terrestrial
6449734,168103,Moominia willii,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6450150,168105,Stylodonta studeriana,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6450480,168106,Stylodonta unidentata,Vulnerable,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6451541,168111,Pachnodus praslinus,Vulnerable,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6452090,168113,Pachnodus ornatus,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6452502,168114,Pachnodus kantilali,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6452824,168115,Pachnodus becketti,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
6453496,168117,Pachnodus niger,Endangered,2009,2006-01-11 00:00:00 UTC,Stable,Terrestrial
