assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,assessmentDate,populationTrend,systems
48442655,48442648,Liolaemus insolitus,Endangered,2017,2014-02-26 00:00:00 UTC,Decreasing,Terrestrial
48442730,48442719,Phyllodactylus angustidigitus,Endangered,2016,2014-02-27 00:00:00 UTC,Decreasing,Terrestrial
48442740,48442737,Phyllodactylus delsolari,Endangered,2017,2014-02-26 00:00:00 UTC,Stable,Terrestrial
48442982,48442971,Phyllodactylus sentosus,Critically Endangered,2016,2014-02-26 00:00:00 UTC,Decreasing,Terrestrial
48442991,48442988,Phyllodactylus thompsoni,Endangered,2017,2014-02-26 00:00:00 UTC,Stable,Terrestrial
48594871,47415086,Ateuchetus semipunctatus,Vulnerable,2015,2014-07-24 00:00:00 UTC,Decreasing,Terrestrial
48617165,48617147,Stenocercus modestus,Endangered,2016,2014-02-25 00:00:00 UTC,Decreasing,Terrestrial
48617385,48617382,Stenocercus stigmosus,Vulnerable,2019,2014-02-27 00:00:00 UTC,Decreasing,Terrestrial
48617742,48617731,Dipsas williamsi,Vulnerable,2019,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
48635590,48635233,Ammobates melectoides,Endangered,2014,2013-12-11 00:00:00 UTC,Decreasing,Terrestrial
48704427,57451,Mantella viridis,Endangered,2017,2016-12-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
48709584,170414,Phrynocephalus strauchi,Vulnerable,2017,2014-04-05 00:00:00 UTC,Decreasing,Terrestrial
48938639,161461,Leucoraja fullonica,Vulnerable,2015,2014-11-26 00:00:00 UTC,Decreasing,Marine
48938919,161464,Leucoraja circularis,Endangered,2015,2014-10-30 00:00:00 UTC,Decreasing,Marine
48939762,161459,Raja maderensis,Vulnerable,2015,2014-12-11 00:00:00 UTC,Decreasing,Marine
48954483,61405,Leucoraja melitensis,Critically Endangered,2015,2014-11-25 00:00:00 UTC,Decreasing,Marine
49222499,49217798,Pseudotolithus senegalensis,Endangered,2015,2009-11-12 00:00:00 UTC,Decreasing,Marine
49226925,46104933,Cynoscion regalis,Endangered,2020,2019-08-08 00:00:00 UTC,Decreasing,Marine
49234015,49145403,Argyrosomus japonicus,Endangered,2020,2018-09-26 00:00:00 UTC,Decreasing,Marine
49234949,49145334,Argyrosomus inodorus,Vulnerable,2020,2018-11-09 00:00:00 UTC,Decreasing,Marine
49239394,49182559,Larimichthys crocea,Critically Endangered,2020,2016-06-30 00:00:00 UTC,Decreasing,Marine
49239702,49145628,Argyrosomus thorpei,Endangered,2020,2019-08-02 00:00:00 UTC,Decreasing,Marine
49255377,49254733,Metaleptobasis gibbosa,Critically Endangered,2016,2014-10-08 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
49313167,56110,Hyperolius ademetzi,Endangered,2018,2017-10-06 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49314024,56120,Hyperolius bopeleti,Vulnerable,2017,2016-07-07 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49336745,55064,Allobates cepedai,Vulnerable,2019,2018-08-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49337104,55131,Allobates picachos,Endangered,2019,2019-02-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49338865,55212,Paruwrobates andinus,Critically Endangered,2019,2016-08-05 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49339943,54461,Rhaebo atelopoides,Critically Endangered,2019,2018-07-03 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49340530,54463,Rhaebo olallai,Critically Endangered,2019,2018-07-26 00:00:00 UTC,Decreasing,Terrestrial
49341223,55048,Ectopoglossus atopoglossus,Critically Endangered,2019,2016-08-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49341987,55101,Ectopoglossus lacrimosus,Vulnerable,2019,2019-02-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49342805,54547,Atelopus sanjosei,Critically Endangered,2019,2019-02-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49343367,59169,Bolitoglossa hiemalis,Vulnerable,2019,2018-06-28 00:00:00 UTC,Stable,Terrestrial
49363441,54918,Centrolene huilense,Endangered,2019,2018-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49364088,54926,Centrolene medemi,Endangered,2019,2018-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49366041,54940,Centrolene scirtetes,Endangered,2019,2018-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49367566,54993,Centrolene solitaria,Endangered,2019,2018-06-29 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49367704,54923,Cochranella litoralis,Vulnerable,2019,2018-12-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49368662,55094,Colostethus imbricolus,Endangered,2019,2018-11-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49368921,55139,Leucostethus ramirezi,Endangered,2019,2018-06-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49369064,55158,Colostethus thorntoni,Vulnerable,2019,2019-01-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49380854,49380186,Boophis andrangoloaka,Endangered,2015,2014-11-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49381418,49381365,Boophis arcanus,Endangered,2015,2014-11-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49436271,59450,Neurergus kaiseri,Vulnerable,2016,2016-07-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
49459853,49459837,Boophis fayi,Vulnerable,2015,2014-11-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49460621,49460407,Boophis haingana,Endangered,2015,2014-11-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49534394,54488,Atelopus angelito,Critically Endangered,2019,2016-08-04 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49534521,54489,Atelopus arsyecue,Critically Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49534770,54496,Atelopus carrikeri,Endangered,2017,2016-08-29 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49534920,54499,Atelopus chocoensis,Critically Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535044,81646342,Atelopus ebenoides,Critically Endangered,2017,2017-02-27 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535183,54505,Atelopus elegans,Endangered,2019,2019-02-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535373,54507,Atelopus eusebianus,Critically Endangered,2017,2016-07-26 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535512,54509,Atelopus famelicus,Critically Endangered,2017,2016-08-04 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535647,54510,Atelopus farci,Critically Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49535891,54514,Atelopus glyphus,Critically Endangered,2019,2018-05-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536190,54521,Atelopus longibrachius,Endangered,2017,2016-08-04 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536359,54523,Atelopus lozanoi,Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536574,54527,Atelopus minutulus,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536697,54528,Atelopus monohernandezii,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536805,54530,Atelopus muisca,Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49536933,54534,Atelopus nicefori,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49537046,54536,Atelopus pachydermus,Critically Endangered,2019,2018-02-06 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49537246,54538,Atelopus pedimarmoratus,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49537370,54540,Atelopus petriruizi,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49537492,54541,Atelopus pictiventris,Critically Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49538452,54557,Atelopus subornatus,Critically Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49538834,136033,Atelopus mittermeieri,Endangered,2017,2016-08-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49541954,49541778,Boophis miadana,Endangered,2015,2014-10-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49542100,49542051,Boophis narinsi,Endangered,2015,2014-12-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49543425,49543215,Boophis piperatus,Endangered,2015,2014-10-15 00:00:00 UTC,Decreasing,Terrestrial
49543610,49543547,Boophis popi,Vulnerable,2015,2014-11-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49545978,49545926,Boophis sandrae,Endangered,2015,2014-10-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49546356,49546338,Boophis spinophis,Vulnerable,2015,2014-10-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49546800,49546770,Boophis tsilomaro,Critically Endangered,2015,2014-12-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49546974,49546929,Boophis ulftunni,Vulnerable,2016,2015-11-24 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49562346,49562307,Gephyromantis atsingy,Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49562890,136160,Gephyromantis azzurrae,Endangered,2016,2015-11-27 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49563195,49563132,Gephyromantis hintelmannae,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial
49563617,49563555,Gephyromantis mafy,Critically Endangered,2016,2015-11-24 00:00:00 UTC,Decreasing,Terrestrial
49564337,49564032,Gephyromantis ranjomavo,Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49566197,49565720,Gephyromantis tahotra,Vulnerable,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49569712,49569666,Guibemantis annulatus,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial
49569973,49569966,Guibemantis wattersoni,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial
49570552,49570548,Mantidactylus paidroa,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49570579,49570575,Cophyla olgae,Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49570928,49570767,Cophyla rava,Endangered,2016,2015-11-24 00:00:00 UTC,Decreasing,Terrestrial
49571841,136186,Plethodontohyla fonetana,Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49580865,135750,Plethodontohyla guentheri,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial
49581242,49581234,Rhombophryne mangabensis,Vulnerable,2016,2015-11-26 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters)
49581473,49581455,Rhombophryne matavy,Critically Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49581754,49581681,Spinomantis nussbaumi,Critically Endangered,2017,2016-08-24 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49582769,49582559,Spinomantis tavaratra,Vulnerable,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49583115,49583046,Stumpffia be,Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial
49584073,49583995,Stumpffia hara,Critically Endangered,2016,2015-11-25 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
49585008,49584796,Stumpffia madagascariensis,Endangered,2016,2015-11-26 00:00:00 UTC,Decreasing,Terrestrial
49748245,165539,Physella johnsoni,Critically Endangered,2017,2015-09-03 00:00:00 UTC,Stable,Freshwater (=Inland waters)
49845684,49845682,Tropidurus xanthochilus,Vulnerable,2017,2014-02-25 00:00:00 UTC,Stable,Terrestrial
50008982,50008980,Ameiva provitaae,Endangered,2016,2014-11-26 00:00:00 UTC,Decreasing,Terrestrial
50180603,512,Addax nasomaculatus,Critically Endangered,2016,2016-04-27 00:00:00 UTC,Decreasing,Terrestrial
50181613,1141,Ammodorcas clarkei,Vulnerable,2016,2016-04-17 00:00:00 UTC,Decreasing,Terrestrial
50182159,4137,Cephalophus adersi,Vulnerable,2017,2016-09-28 00:00:00 UTC,Decreasing,Terrestrial
50182687,4140,Cephalophus jentinki,Endangered,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50184413,4151,Cephalophus spadix,Endangered,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50184648,4153,Cephalophus zebra,Vulnerable,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50185297,6234,Beatragus hunteri,Critically Endangered,2017,2016-06-28 00:00:00 UTC,Decreasing,Terrestrial
50185898,6793,Dorcatragus megalotis,Vulnerable,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50186003,8967,Gazella cuvieri,Vulnerable,2016,2016-04-27 00:00:00 UTC,Decreasing,Terrestrial
50186128,8968,Nanger dama,Critically Endangered,2016,2015-12-07 00:00:00 UTC,Decreasing,Terrestrial
50186334,8969,Gazella dorcas,Vulnerable,2017,2016-04-27 00:00:00 UTC,Decreasing,Terrestrial
50186574,8989,Gazella gazella,Endangered,2017,2016-08-01 00:00:00 UTC,Decreasing,Terrestrial
50186909,8972,Gazella leptoceros,Endangered,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50187042,8973,Eudorcas rufifrons,Vulnerable,2017,2016-09-09 00:00:00 UTC,Decreasing,Terrestrial
50187314,8975,Gazella spekei,Endangered,2016,2016-01-07 00:00:00 UTC,Decreasing,Terrestrial
50187422,8976,Gazella subgutturosa,Vulnerable,2017,2016-08-08 00:00:00 UTC,Decreasing,Terrestrial
50187738,8977,Gazella marica,Vulnerable,2017,2016-08-08 00:00:00 UTC,Decreasing,Terrestrial
50188182,8991,Eudorcas tilonura,Endangered,2017,2016-04-20 00:00:00 UTC,Decreasing,Terrestrial
50189177,11034,Kobus megaceros,Endangered,2017,2016-11-07 00:00:00 UTC,Decreasing,Terrestrial
50191626,15569,Oryx leucoryx,Vulnerable,2017,2016-06-21 00:00:00 UTC,Stable,Terrestrial
50191877,15571,Oryx beisa,Endangered,2018,2018-02-12 00:00:00 UTC,Decreasing,Terrestrial
50192807,18230,Procapra przewalskii,Endangered,2016,2016-07-12 00:00:00 UTC,Increasing,Terrestrial
50193881,19391,Redunca fulvorufula,Endangered,2017,2016-08-12 00:00:00 UTC,Decreasing,Terrestrial
50194357,19832,Saiga tatarica,Critically Endangered,2018,2018-02-16 00:00:00 UTC,Decreasing,Terrestrial
50195368,21661,Tetracerus quadricornis,Vulnerable,2017,2016-07-19 00:00:00 UTC,Decreasing,Terrestrial
50197518,44172,Tragelaphus derbianus,Vulnerable,2017,2016-07-25 00:00:00 UTC,Decreasing,Terrestrial
50197739,63541,Nanger soemmerringii,Vulnerable,2016,2016-04-20 00:00:00 UTC,Decreasing,Terrestrial
50349982,2478,Balaenoptera physalus,Vulnerable,2018,2018-02-04 00:00:00 UTC,Increasing,Marine
50358152,10831,Inia geoffrensis,Endangered,2018,2018-06-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
50362206,12119,Lipotes vexillifer,Critically Endangered,2017,2017-08-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
50370296,17028,Phocoena sinus,Critically Endangered,2017,2017-07-20 00:00:00 UTC,Decreasing,Marine
50380891,41712,Eubalaena glacialis,Endangered,2018,2017-12-19 00:00:00 UTC,Decreasing,Marine
50381766,41754,Neophocaena asiaeorientalis,Endangered,2017,2017-08-15 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine
50386795,198920,Neophocaena phocaenoides,Vulnerable,2017,2017-08-10 00:00:00 UTC,Decreasing,Marine
50649567,219,Acinonyx jubatus,Vulnerable,2015,2014-05-28 00:00:00 UTC,Decreasing,Terrestrial
50651398,8539,Felis bieti,Vulnerable,2015,2014-07-15 00:00:00 UTC,Decreasing,Terrestrial
50652196,8542,Felis nigripes,Vulnerable,2016,2016-02-05 00:00:00 UTC,Decreasing,Terrestrial
50653881,54012637,Leopardus tigrinus,Vulnerable,2016,2016-05-25 00:00:00 UTC,Decreasing,Terrestrial
50655794,12520,Lynx pardinus,Endangered,2015,2014-04-15 00:00:00 UTC,Increasing,Terrestrial
50657245,15311,Leopardus guigna,Vulnerable,2015,2014-04-20 00:00:00 UTC,Decreasing,Terrestrial
50657407,15452,Leopardus jacobita,Endangered,2016,2014-04-20 00:00:00 UTC,Decreasing,Terrestrial
50659951,15955,Panthera tigris,Endangered,2015,2014-04-20 00:00:00 UTC,Decreasing,Terrestrial
50662095,18148,Prionailurus planiceps,Endangered,2015,2014-05-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50662615,18150,Prionailurus viverrinus,Vulnerable,2016,2016-06-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50663128,18306,Caracal aurata,Vulnerable,2015,2014-04-20 00:00:00 UTC,Decreasing,Terrestrial
50664030,22732,Panthera uncia,Vulnerable,2017,2016-11-08 00:00:00 UTC,Decreasing,Terrestrial
50737640,3127,Bubalus mindorensis,Critically Endangered,2016,2016-04-27 00:00:00 UTC,Decreasing,Terrestrial
50811123,16895615,Calliphona alluaudi,Endangered,2016,2016-05-02 00:00:00 UTC,Decreasing,Terrestrial
50922883,50922873,Craugastor evanesco,Critically Endangered,2019,2016-04-03 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50924746,50924731,Ectopoglossus isthminus,Endangered,2019,2015-10-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50950524,50950517,Riama labionis,Endangered,2017,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
50950558,50950556,Riama rhodogaster,Critically Endangered,2017,2014-11-24 00:00:00 UTC,Decreasing,Terrestrial
50950573,50950566,Riama unicolor,Vulnerable,2019,2018-10-30 00:00:00 UTC,Decreasing,Terrestrial
50950612,50950605,Echinosaura keyi,Vulnerable,2016,2016-03-16 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50950645,50950640,Stenocercus carrioni,Endangered,2019,2014-11-24 00:00:00 UTC,Decreasing,Terrestrial
50951143,50951138,Atractus paucidens,Vulnerable,2017,2014-01-24 00:00:00 UTC,Decreasing,Terrestrial
50951294,50951285,Dipsas elegans,Vulnerable,2017,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
50956550,50956547,Liolaemus aparicioi,Critically Endangered,2016,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
50956570,50956565,Liolaemus forsteri,Endangered,2017,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
50956581,50956576,Liolaemus variegatus,Vulnerable,2017,2014-02-24 00:00:00 UTC,Decreasing,Terrestrial
50956898,50956889,Bothrops caribbaeus,Endangered,2019,2015-07-23 00:00:00 UTC,Decreasing,Terrestrial
50957026,50957018,Bothrops lanceolatus,Endangered,2019,2015-07-23 00:00:00 UTC,Decreasing,Terrestrial
50957512,178408,Contomastix vittata,Vulnerable,2017,2014-02-25 00:00:00 UTC,Decreasing,Terrestrial
50980050,47151835,Leptobrachium xanthops,Endangered,2015,2015-08-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
50987297,19035,Pyxis arachnoides,Critically Endangered,2014,2008-01-17 00:00:00 UTC,Decreasing,Terrestrial
51061025,51061021,Nototriton picucha,Critically Endangered,2019,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial
51061037,51061032,Nototriton tomamorum,Critically Endangered,2019,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial
51107431,56556,Eleutherodactylus dennisi,Endangered,2015,2015-07-13 00:00:00 UTC,Decreasing,Terrestrial
51140517,15188,Okapia johnstoni,Endangered,2015,2015-07-25 00:00:00 UTC,Decreasing,Terrestrial
51146825,51146806,Oedipina petiola,Critically Endangered,2019,2019-03-15 00:00:00 UTC,Decreasing,Terrestrial
51216727,50148695,Paranemonia vouliagmeniensis,Endangered,2015,2014-10-01 00:00:00 UTC,Decreasing,Marine
51217531,50016125,Crassophyllum thessalonicae,Endangered,2015,2014-10-01 00:00:00 UTC,Decreasing,Marine
53713080,701,Plebejus zullichi,Endangered,2015,2013-02-28 00:00:00 UTC,Decreasing,Terrestrial
53713558,195329,Polyommatus iphicarmon,Vulnerable,2015,2013-02-28 00:00:00 UTC,Stable,Terrestrial
53713568,195330,Polyommatus lycius,Vulnerable,2015,2013-02-28 00:00:00 UTC,Stable,Terrestrial
53798445,16895619,Calliphona gomerensis,Endangered,2016,2016-05-02 00:00:00 UTC,Decreasing,Terrestrial
53817173,49829590,Astroblepus supramollis,Vulnerable,2016,2014-04-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53817343,49829728,Astroblepus formosus,Critically Endangered,2016,2014-04-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53817918,49830138,Chaetostoma stroumpoulos,Endangered,2016,2014-04-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53817968,49830176,Chaetostoma daidalmatos,Endangered,2016,2014-04-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53818163,49830312,Tahuantinsuyoa chipi,Vulnerable,2016,2014-04-22 00:00:00 UTC,Stable,Freshwater (=Inland waters)
53818198,49830335,Chaetostoma loborhynchos,Endangered,2016,2014-04-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53818353,49830447,Chaetostoma changae,Endangered,2016,2014-04-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53818513,49830548,Attonitus bounites,Vulnerable,2016,2014-04-21 00:00:00 UTC,Stable,Freshwater (=Inland waters)
53818718,49830676,Nannostomus mortenthaleri,Critically Endangered,2016,2014-04-24 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53947147,1093,Ambystoma lermaense,Endangered,2015,2014-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53949004,54605,Incilius cavifrons,Endangered,2016,2014-09-08 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53956602,55579,Megastomatohyla nubicola,Endangered,2015,2015-07-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53958839,55681,Charadrahyla trux,Critically Endangered,2019,2016-03-18 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53961515,55906,Smilisca dentata,Endangered,2015,2014-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53973313,59050,Ambystoma amblycephalum,Critically Endangered,2016,2014-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53973442,59051,Ambystoma andersoni,Critically Endangered,2015,2014-09-09 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53973725,59055,Ambystoma dumerilii,Critically Endangered,2020,2015-08-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53974247,59066,Ambystoma ordinarium,Endangered,2015,2014-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)
53976241,59176,Bolitoglossa macrinii,Endangered,2019,2016-08-11 00:00:00 UTC,Decreasing,Terrestrial
53976642,59187,Bolitoglossa oaxacensis,Endangered,2019,2016-08-11 00:00:00 UTC,Decreasing,Terrestrial
53977016,59199,Bolitoglossa riletti,Endangered,2019,2016-08-11 00:00:00 UTC,Decreasing,Terrestrial
53977426,59216,Bolitoglossa veracrucis,Endangered,2019,2016-07-05 00:00:00 UTC,Decreasing,Terrestrial
53977787,59221,Chiropterotriton arboreus,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53978281,59225,Chiropterotriton dimidiatus,Endangered,2016,2016-02-29 00:00:00 UTC,Decreasing,Terrestrial
53978402,59226,Chiropterotriton lavae,Critically Endangered,2016,2014-09-10 00:00:00 UTC,Decreasing,Terrestrial
53979647,59287,Ixalotriton niger,Endangered,2016,2016-03-14 00:00:00 UTC,Decreasing,Terrestrial
53979791,59288,Ixalotriton parvus,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53980046,59290,Pseudoeurycea orchimelas,Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53980160,59291,Pseudoeurycea orchileucos,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53980645,59365,Pseudoeurycea ahuitzotl,Critically Endangered,2020,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53980767,59366,Pseudoeurycea altamontana,Endangered,2016,2016-06-28 00:00:00 UTC,Decreasing,Terrestrial
53981096,59369,Pseudoeurycea aquatica,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)
53981222,59370,Pseudoeurycea aurantia,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53981674,59374,Pseudoeurycea cochranae,Vulnerable,2016,2016-06-14 00:00:00 UTC,Decreasing,Terrestrial
53981942,59377,Pseudoeurycea firscheini,Endangered,2016,2016-06-14 00:00:00 UTC,Decreasing,Terrestrial
53982043,59378,Pseudoeurycea gadovii,Vulnerable,2016,2015-05-07 00:00:00 UTC,Decreasing,Terrestrial
53982166,59379,Aquiloeurycea galeanae,Vulnerable,2016,2016-06-30 00:00:00 UTC,Decreasing,Terrestrial
53982860,59384,Pseudoeurycea longicauda,Endangered,2016,2016-05-03 00:00:00 UTC,Decreasing,Terrestrial
53982955,59385,Pseudoeurycea lynchi,Endangered,2016,2014-09-10 00:00:00 UTC,Decreasing,Terrestrial
53983101,59386,Pseudoeurycea melanomolga,Endangered,2016,2014-09-10 00:00:00 UTC,Decreasing,Terrestrial
53983330,59388,Pseudoeurycea mystax,Critically Endangered,2016,2016-05-24 00:00:00 UTC,Decreasing,Terrestrial
53983432,59389,Isthmura naucampatepetl,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53983559,59390,Pseudoeurycea nigromaculata,Endangered,2016,2014-09-10 00:00:00 UTC,Decreasing,Terrestrial
53983683,59391,Aquiloeurycea praecellens,Critically Endangered,2016,2016-05-24 00:00:00 UTC,Decreasing,Terrestrial
53983925,59393,Pseudoeurycea robertsi,Critically Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
53984040,59394,Pseudoeurycea ruficauda,Endangered,2016,2014-11-30 00:00:00 UTC,Decreasing,Terrestrial
