internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
64304382,Scheloribates evanescens,ANIMALIA,ARTHROPODA,ORIBATIDA,ARACHNIDA,SCHELORIBATIDAE,Scheloribates,evanescens,,,,,"Wallwork, 1977",
9764,Helenoconcha relicta,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CHAROPIDAE,Helenoconcha,relicta,,,,,"Solem, 1977",
55002837,Esperiana sangarica,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,MELANOPSIDAE,Esperiana,sangarica,,,,,"Schütt, 1974",
17940,Polyommatus golgus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,golgus,,,,,"(Hübner, 1813)",Recently the subpopulations in the Sierra de la Sagra (formerly described as <em>Polyommatus sagratrox</em>) have been assigned to this species.
173305,Hipparchia christenseni,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,christenseni,,,,,"Kudrna, 1977",
64587154,Rhinolophus cohenae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,cohenae,,,,,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss &amp; Cotterill, 2012","In previous Red List assessments (2008), this species was included within <em>Rhinolophus hildebrandtii</em>. Taxonomic changes, based on molecular systematics and differences in morphology, echolocation call frequencies and biogeography, have taken place within the <em>R. hildebrandtii</em> complex. <em>R. hildebrandtii</em> was revised in 2012 (Taylor <em>et al</em>. 2012) and <em>R. cohenae</em> recognised as one of the four newly described species from this species complex."
173231,Hipparchia sbordonii,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,sbordonii,,,,,"Kudrna, 1984",
170341,Thunnus orientalis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCOMBRIDAE,Thunnus,orientalis,,,,,"(Temminck &amp; Schlegel, 1844)",<p>The Pacific (<em>Thunnus orientalis</em>) and Atlantic (<em>Thunnus thynnus</em>) Bluefin populations are now recognized as separate species (Collette 1999). <em>Thunnus saliens</em> Jordan &amp; Evermann 1926 is a junior synonym of <em>T. orientalis.</em></p>
65403156,Acostaea rivolii,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,ETHERIIDAE,Acostaea,rivolii,,,,,"(Deshayes, 1827)",
65527235,Sphaeromimus andrahomana,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,andrahomana,,,,,"Wesener, 2014",
65526552,Sphaeromimus inexpectatus,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,inexpectatus,,,,,"Wesener &amp; Sierwald, 2005",
65527148,Sphaeromimus lavasoa,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,lavasoa,,,,,"Wesener, 2014",
65527213,Sphaeromimus saintelucei,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,saintelucei,,,,,"Wesener, 2014",
65526540,Sphaeromimus splendidus,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,splendidus,,,,,"Wesener &amp; Sierwald, 2005",
65526902,Sphaeromimus titanus,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,titanus,,,,,"Wesener, 2014",
65524228,Microsphaerotherium anjozorobe,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Microsphaerotherium,anjozorobe,,,,,"Wesener, 2009",
65524313,Zoosphaerium alluaudi,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,alluaudi,,,,,"(de Saussure &amp; Zehntner, 1897)",
65524357,Zoosphaerium arborealis,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,arborealis,,,,,"Wesener &amp; Sierwald, 2005",
65524428,Zoosphaerium darthvaderi,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,darthvaderi,,,,,"Wesener &amp; Bespalova, 2010",
65524554,Zoosphaerium heleios,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,heleios,,,,,"Wesener &amp; Bespalova, 2010",
65525146,Zoosphaerium piligerum,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,piligerum,,,,,"(de Saussure &amp; Zehntner, 1897)",
65525196,Zoosphaerium priapus,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,priapus,,,,,"(de Saussure &amp; Zehntner, 1897)",
65525307,Zoosphaerium pseudopriapus,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,pseudopriapus,,,,,"Wesener, 2009",
65525912,Zoosphaerium solitarium,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,solitarium,,,,,"Wesener, 2009",
65525982,Zoosphaerium tainkintana,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,tainkintana,,,,,"Wesener, 2009",
65526057,Zoosphaerium tampolo,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,tampolo,,,,,"Wesener, 2009",
65526112,Zoosphaerium trichordum,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,trichordum,,,,,"Wesener, 2009",
65526462,Zoosphaerium xerophilum,ANIMALIA,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,xerophilum,,,,,"Wesener, 2009",
65545076,Ilburnia dianae,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,DELPHACIDAE,Ilburnia,dianae,,,,,"Fennah, 1976",
65545215,Argaterma multisignata,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Argaterma,multisignata,,,,,"White, 1878",
65545333,Sanctahelenia decellei,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Sanctahelenia,decellei,,,,,"Dlabola, 1976",
65545628,Hirtopsallus suedae,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Hirtopsallus,suedae,,,,,"Schmitz, 1976",
65545914,Zimirina relegata,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,PRODIDOMIDAE,Zimirina,relegata,,,,,"Cooke, 1977",
65546877,Helenolius insulicola,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CIXIIDAE,Helenolius,insulicola,,,,,"Van Stalle, 1986",
65546916,Nehela vulturina,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Nehela,vulturina,,,,,"White, 1878",
65546948,Nyhimbricus wollastoni,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Nyhimbricus,wollastoni,,,,,"White, 1878",
65547081,Agrametra aethiops,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Agrametra,aethiops,,,,,"White, 1878",
65547121,Neisopsallus vinaceus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Neisopsallus,vinaceus,,,,,"(White, 1878)",
65547167,Helenocoris horridus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Helenocoris,horridus,,,,,"Schmitz, 1976",
65585463,Valenfriesia dimidiata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,dimidiata,,,,,"(Wollaston, 1870)",
65585480,Valenfriesia congener,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,congener,,,,,"(Wollaston, 1877)",
65585585,Homoeodera globulosa,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,globulosa,,,,,"Wollaston, 1877",
65590202,Plyapomus longus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,BERYTIDAE,Plyapomus,longus,,,,,"Stusak, 1977",
65590517,Napoleon vinctus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,REDUVIIDAE,Napoleon,vinctus,,,,,"Villiers, 1977",
65592826,Metacanthus concolor,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,BERYTIDAE,Metacanthus,concolor,,,,,"White, 1878",
65686327,Stonasla consors,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Stonasla,consors,,,,,"White, 1878",
65686344,Stonasla undulata,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Stonasla,undulata,,,,,"White, 1878",
65686469,Cardiastethus bicolor,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,ANTHOCORIDAE,Cardiastethus,bicolor,,,,,"White, 1878",
65686506,Insulopus asteri,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Insulopus,asteri,,,,,"Schmitz, 1976",
65688003,Homoeodera rotundipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,rotundipennis,,,,,"Wollaston, 1870",
65699412,Chlorita edithae,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Chlorita,edithae,,,,,"White, 1878",
65699557,Lopsallus flavosparsus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Lopsallus,flavosparsus,,,,,"(White, 1878)",
66083022,Gonatodes astralis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,astralis,,,,,"Schargel, Rivas, Makowsky, Señaris, Natera, Barros, Molina &amp; Barrio-Amorós, 2010",
66083295,Gonatodes infernalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,infernalis,,,,,"Rivas &amp; Schargel, 2008",
66083824,Gonatodes purpurogularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,purpurogularis,,,,,"Esqueda, 2004",
49830355,Hypostomus annectens,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,LORICARIIDAE,Hypostomus,annectens,,,,,"(Regan, 1904)",
49830439,Pseudochalceus longianalis,ANIMALIA,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,CHARACIDAE,Pseudochalceus,longianalis,,,,,"Gery, 1972",
11451,Leiopelma hamiltoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEIOPELMATIDAE,Leiopelma,hamiltoni,,,,,"McCulloch, 1919","The Maud Island population was previously considered to belong to this species, but was described as a new species, <em>Leiopelma pakeka</em>, in 1998 (Bell et al. 1998). However, Holyoake et al. (2001) considered them to be evolutionarily significant units of the same species based on a study of partial 12 S ribosomal RNA and cytochrome <em>b </em>gene sequences, although no formal taxonomic change was made as a result of this study. There is ongoing discussion and research into this subject."
11450,Leiopelma archeyi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEIOPELMATIDAE,Leiopelma,archeyi,,,,,"Turbott, 1942",
56298,Leiopelma pakeka,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEIOPELMATIDAE,Leiopelma,pakeka,,,,,"Bell, Daugherty &amp; Hay, 1998","<p>This species was previously considered to belong to <em>L. hamiltoni</em>, but was described as a new species, <em>Leiopelma pakeka</em>, in 1998 (Bell <em>et al</em>. 1998). There is ongoing discussion over the taxonomic status of these two species, which were subsequently declared evolutionarily significant units of the same species based on a study of partial 12 S ribosomal RNA and cytochrome <em>b </em>gene sequences (Holyoake <em>et al</em>. 2001) although no formal taxonomic changes were made. There is ongoing discussion and research into this subject.</p>"
66630953,Pomacea palmeri,ANIMALIA,MOLLUSCA,ARCHITAENIOGLOSSA,GASTROPODA,AMPULLARIIDAE,Pomacea,palmeri,,,,,"(Marshall, 1930)",
67009769,Asiagomphus coreanus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Asiagomphus,coreanus,,,,,"(Doi &amp; Okumura, 1937)","This species was originally identified from Daegu, Republic of Korea, under the name of <em>Gomphus coreanus</em> Doi &amp; Okumura, 1937. It was later recombined as <em>Anisogomphus coreanus</em> Doi &amp; Okumura, 1943 and again recombined as <em>Asiagomphus coreanus</em> Asahina, 1985 (Bae and Lee 2012)."
57399,Boophis englaenderi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,englaenderi,,,,,"Glaw &amp; Vences, 1994",
57430,Boophis solomaso,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,solomaso,,,,,"Vallan, Vences &amp; Glaw, 2003",
4313,Chaerephon johorensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Chaerephon,johorensis,,,,,"(Dobson, 1873)",
67368866,Pseudolaureola atlantica,ANIMALIA,ARTHROPODA,ISOPODA,MALACOSTRACA,ARMADILLIDAE,Pseudolaureola,atlantica,,,,,"(Vandel, 1977)","The evolutionary phylogeny of the Armadillidae requires further study. As presently defined, the genus <em>Pseudolaureola</em> Kwon, Ferrara &amp; Taiti is comprised of just four species with a remarkably disjunct distribution across humid forests of the tropical Afro-Australasian zone; In addition to the Atlantic outpost occupied by <em>P. atlantica</em>, the other taxa are found in Madagascar, New Caledonia and western Australia (Schmalfuss, 2003). Related genera (e.g. <em>Laureola</em> Barnard) have a predominantly southern African distribution but extend as far as south-east Asia."
57515,Guibemantis punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Guibemantis,punctatus,,,,,"(Blommers-Schlösser, 1979)",
57534,Gephyromantis zavona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Gephyromantis,zavona,,,,,"(Vences, Andreone, Glaw &amp; Randrianirina, 2003)",
57478,Gephyromantis eiselti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Gephyromantis,eiselti,,,,,"Guibé, 1975","This form might be confused with <i>Gephyromantis thelenae</i>, <i>G. blanci</i> and <i>G. leucocephalus</i> (F. Glaw and M. Vences pers. comm.)."
57526,Gephyromantis thelenae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Gephyromantis,thelenae,,,,,"(Glaw &amp; Vences, 1994)","This species occurs in sympatry with <em>Gephyromantis eiselti</em> from which it is distinguished mainly by its call, so museum records might confuse these two species (F. Glaw pers. comm. November 2015)."
57975,Rhombophryne minuta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Rhombophryne,minuta,,,,,"(Guibé, 1975)","The taxonomic status of this species is doubtful, and it might be a complex of several species (F. Andreone, F. Glaw and M. Vences pers. comm.)."
58011,Stumpffia psologlossa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,psologlossa,,,,,"(Boettger, 1881)",This species' taxonomy is unclear.
177577,Taeniophallus nebularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Taeniophallus,nebularis,,,,,"Schargel, Rivas Fuenmayor &amp; Myers, 2005",
178439,Gonatodes seigliei,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,seigliei,,,,,"Donoso-Barros, 1966",
67527490,Gnaphosa funerea,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,GNAPHOSIDAE,Gnaphosa,funerea,,,,,"(Dalmas, 1921)",
67527598,Ripersiella mediatlantica,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,PSEUDOCOCCIDAE,Ripersiella,mediatlantica,,,,,"Matile-Ferrero, 1977",
65880410,Acarodes gutta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Acarodes,gutta,,,,,"Wollaston, 1877",
65894104,Homoeodera coriacea,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,coriacea,,,,,"Wollaston, 1871",
65894033,Homoeodera longefasciata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,longefasciata,,,,,"Basilewsky, 1972",
65894031,Homoeodera paivae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,paivae,,,,,"Wollaston, 1877",
65894066,Homoeodera pygmaea,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Homoeodera,pygmaea,,,,,"Wollaston, 1870",
66221631,Valenfriesia aenea,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,aenea,,,,,"(Wollaston, 1877)",
66221728,Valenfriesia alutacea,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,alutacea,,,,,"(Wollaston, 1870)",
65880080,Valenfriesia bewicki,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,bewicki,,,,,"(Wollaston, 1861)",
66221680,Valenfriesia dalei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,dalei,,,,,"(Wollaston, 1877)",
66221707,Valenfriesia grayii,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,grayii,,,,,"(Wollaston, 1877)",
66221658,Valenfriesia janischi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,janischi,,,,,"(Wollaston, 1877)",
66221730,Valenfriesia rotundata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,rotundata,,,,,"(Wollaston, 1877)",
65880095,Valenfriesia rufopicta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,rufopicta,,,,,"(Wollaston, 1861)",
66221725,Valenfriesia subfasciata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ANTHRIBIDAE,Valenfriesia,subfasciata,,,,,"(Wollaston, 1877)",
65881182,Benoitodes caheni,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,GNAPHOSIDAE,Benoitodes,caheni,,,,,"(Benoit, 1977)",
65881178,Benoitodes sanctaehelenae,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,GNAPHOSIDAE,Benoitodes,sanctaehelenae,,,,,"(Strand, 1909)",
65892925,Dolocosa dolosa,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Dolocosa,dolosa,,,,,"(O. P.-Cambridge, 1873)",
65894025,Hogna cinica,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Hogna,cinica,,,,,"(Tongiorgi, 1977)",
65894023,Hogna inexorabilis,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Hogna,inexorabilis,,,,,"(O. P.-Cambridge, 1869)",
65894021,Hogna ligata,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Hogna,ligata,,,,,"(O. P.-Cambridge, 1869)",
65894027,Hogna nefasta,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Hogna,nefasta,,,,,"Tongiorgi, 1977",
66182333,Lycosa elysae,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Lycosa,elysae,,,,,"Tongiorgi, 1977",
66182359,Lycosa ringens,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Lycosa,ringens,,,,,"Tongiorgi, 1977",
66188047,Tetrablemma helenense,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,TETRABLEMMIDAE,Tetrablemma,helenense,,,,,"Benoit, 1977",
65881343,Bonapruncinia sanctaehelenae,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,THOMISIDAE,Bonapruncinia,sanctaehelenae,,,,,"Benoit, 1977",
65880800,Argaterma alticola,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Argaterma,alticola,,,,,"White, 1878",
66186262,Sanctahelenia insularis,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Sanctahelenia,insularis,,,,,"White, 1878",
66186238,Sanctahelenia sanctaehelenae,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CICADELLIDAE,Sanctahelenia,sanctaehelenae,,,,,"White, 1878",
65893702,Helenolius dividens,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,CIXIIDAE,Helenolius,dividens,,,,,"(Walker, 1858)",
65880307,Ilburnia ignobilis,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,DELPHACIDAE,Ilburnia,ignobilis,,,,,"(White, 1878)",
66180884,Lasiochilus contortus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,ANTHOCORIDAE,Lasiochilus,contortus,,,,,"(White, 1879)",
67599220,Helenasaldula aberrans,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,SALDIDAE,Helenasaldula,aberrans,,,,,"(White, 1878)",
67599559,Macrorhaphis wollastoni,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,PENTATOMIDAE,Macrorhaphis,wollastoni,,,,,"(White, 1878)",
67599836,Vernonia wollastoniana,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,NABIDAE,Vernonia,wollastoniana,,,,,"White, 1878",
67599870,Kerzhneria hirsuta,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,NABIDAE,Kerzhneria,hirsuta,,,,,"Schmitz, 1977",
67600030,Naresthus hebes,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Naresthus,hebes,,,,,"Schmitz, 1977",
67599982,Oligobiella fuliginea,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,MIRIDAE,Oligobiella,fuliginea,,,,,"(White, 1878)",
169612,Microphis insularis,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,insularis,,,,,"(Hora, 1925)",Dawson (1984) and most later authors consider <em>Oostethus </em>to be a subgenus of Microphis based on morphology and meristics. Kottelat (2013) resurrected <em>Oostethus </em>with no annotation or justification.
41030,Syngnathus watermeyeri,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,watermeyeri,,,,,"Smith, 1963",
65403327,Microphis pleurostictus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,pleurostictus,,,,,"(Peters, 1868)",Dawson (1984) and most later authors consider <em>Oostethus </em>to be a subgenus of <em>Microphis</em> based on morphology and meristics. Kottelat (2013) resurrected <em>Oostethus </em>with no annotation or justification.
20433018,Pseudocaranx chilensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CARANGIDAE,Pseudocaranx,chilensis,,,,,"(Guichenot, 1848)",This species has been misidentified as <em>Pseudocaranx dentex</em> in the past (Dyer and Westneat 2010).
66390706,Guibemantis tasifotsy,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Guibemantis,tasifotsy,,,,,"Lehtinen, Glaw, Andreone, Pabijan &amp; Vences, 2012",
66390759,Stumpffia miery,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,miery,,,,,"Ndriantsoa, Riemann, Vences, Klages, Raminosoa, Rödel &amp; Glos, 2013",
68309114,Tigrigobius harveyi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,GOBIIDAE,Tigrigobius,harveyi,,,,,"Victor, 2014",This species was recently described based on results from DNA barcoding (Victor 2014) and resembles <em>T. multifasciatus</em>.
68309149,Elacatinus centralis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,GOBIIDAE,Elacatinus,centralis,,,,,"Victor, 2014",This species was recently described based on results from DNA barcoding. It had been considered to be conspecific with <em>E. horsti </em>and also closely resembles <em>E. louisae</em> (a sympatric species) in appearance (Victor 2014).
57388,Boophis andohahela,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,andohahela,,,,,"Andreone, Nincheri &amp; Piazza, 1995",
57427,Boophis schuboeae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,schuboeae,,,,,"Glaw &amp; Vences, 2002",
57480,Gephyromantis enki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Gephyromantis,enki,,,,,"(Glaw &amp; Vences, 2002)",
190942,Anodonthyla jeanbai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,jeanbai,,,,,"Vences, Glaw, Köhler &amp; Wollenberg, 2010",This species can only reliably be distinguished from <em>Anodonthyla boulengerii</em> with detailed morphological examination. It is therefore impossible to establish with certainty which historical records of <em>A. boulengerii</em> refer instead to this recently-diagnosed species (M. Vences pers. comm. December 2010).
190943,Anodonthyla theoi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,theoi,,,,," Vences, Glaw, Köhler &amp; Wollenberg, 2010",
57390,Boophis anjanaharibeensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,anjanaharibeensis,,,,,"Andreone, 1996",
68568328,Boophis ankarafensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,ankarafensis,,,,,"Penny, Andreone, Crottini, Holderied, Rakotizafy, Schwitzer &amp; Rosa, 2014 ",
84784918,Aetomylaeus nichofii,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Aetomylaeus,nichofii,,,,,"(Bloch &amp; Schneider, 1801)",<em>Aetomylaeus caerulofasciatus</em>&#160;has recently been described as distinct from the wider-ranging Indo-West Pacific&#160;<em>A. nichofii&#160;</em>(White&#160;<em>et al.</em>&#160;2015).
60121,Aetomylaeus vespertilio,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Aetomylaeus,vespertilio,,,,,"(Bleeker, 1852)",This species is poorly represented in collections. The lack of specimens has caused some nomenclatural problems that have not been fully resolved. Older scientific names may apply to earlier growth stages of this species.
161597,Alopias pelagicus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ALOPIIDAE,Alopias,pelagicus,,,,,"Nakamura, 1935",
