internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
132523146,Hubbsina turneri,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Hubbsina,turneri,,,,,"(de Buen, 1940)","Fernando de Buén described<em>&#160;Hubbsina turneri</em> after specimens he collected in August 1940 in the Presa Cointzio, Río Grande de Morelia drainage. In 1983, Uyeno <em>et al</em>. published studies on the Karyotypes of Goodeids and A. Radda attached importance to these results, According to identical Karyotypes, he transfered 1984 this species into the genus <em>Girardinichthys</em>. Though phylogenetic results since the early 2000's (Doadrio and Domínguez, 2004) supported the individuality of the genus <em>Hubbsina</em>, Radda held onto his system, in 2004 raising the stock from the Lago Zacapú to species rank describing it as <em>Girardinichthys ireneae. </em>This stock is&#160;now regarded as subpopulation of <em>Hubbsina turneri</em>. According to its affiliation to three drainages, three subpopulations are distinguished: The Río Grande de Morelia subpopulation (type subpopulation), the Laguna Yuriría subpopulation and the Río Angulo subpopulation. The first two subpopulations are regarded Extinct. This species is here considered valid in the genus <em>Hubbsina </em>de Buen, 1940 following&#160;Ramírez-Herrejón&#160;<em>et al.</em> (2010). This differs from Eschmeyer <em>et al.</em> (2018) which consider it meanwhile valid in the genus&#160;<em>Girardinichthys </em>Bleeker, 1860."
1117,Ameca splendens,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Ameca,splendens,,,,,"Gartner, 1981","The male Holotype of this species was collected together with the female Allotype and 198 Paratopotypes by Robert R. Miller and James T. Greenbank in March 1955 from the Río Teuchitlán, near the road between HW 70 and Etzatlán. Nine Paratypes were collected by Arthur A. Alcorn from a tributary to the Presa La Vega in February 1949 about 2km ESE of Teuchitlán and ten more by James A. Peters and William B. McIntosh in April of the same year from the Río Ameca about 12km E of the town of Ameca. In recent years (2006), the species has been additionally reported from the Balneario Almoloya, endorheic Laguna Magdalena basin, and the El Molino pond near Cuyacapán, endorheic Laguna de Sayula basin. Affiliated to three distinct drainages, three subpopulations can be inferred. The Río Ameca subpopulation (type subpopulation), the Laguna Magdalena subpopulation and the Laguna de Sayula subpopulation. The last one disappeared from the wild a few years after it had been discovered and is regarded Extinct."
11200,Lamna nasus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Lamna,nasus,,,,,"(Bonnaterre, 1788)",
11242,Lampsilis rafinesqueana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,rafinesqueana,,,,,"Frierson, 1927",
11249,Lampsilis abrupta,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,abrupta,,,,,"(Say, 1831)",
11250,Hamiota altilis,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Hamiota,altilis,,,,,"(Conrad, 1834)",
11479,Lemiox rimosus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lemiox,rimosus,,,,,"(Rafinesque, 1831)",
11785,Leptoxis taeniata,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PLEUROCERIDAE,Leptoxis,taeniata,,,,,"(Conrad, 1834)",
11797,Lepus castroviejoi,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,castroviejoi,,,,,"Palacios, 1977","<span class=""datalabel1""><em>Lepus castroviejoi </em><span class=""datalabel1"">was described relatively recently, being separated from <em>L. granatensis</em>, a split supported by genetic evidence. While the range of <em>L. castroviejoi</em> partially overlaps that of <em>L. granatensis</em> and <em>L. europaeus</em> on the Iberian Peninsula, no hybridization has been detected with these forms. Recent studies have shown that instead, based on ecological, molecular and morphological characteristics, it is most closely related to <em>L. corsicanus</em>; some believe these two are conspecific (Alves <em>et al.</em> 2008, Acevedo <em>et al.</em> 2014, Ballesteros 2018). Additionally, two different occurrences of introgression of mtDNA from <em>L. timidus </em>into <em>L. castroviejoi</em> have been documented – indicating that these two forms have come into contact and hybridized two different times in the past, most recently during the last deglaciation (Melo-Ferreira <em>et al</em>. 2005, 2012; Ballesteros 2018). No subspecies or geographic variation in <em>L. castroviejoi</em> have been described (Flux and Angermann 1990, Hoffmann and Smith 2005, Ballesteros 2018).</span>"
11922,Pleuronaia dolabelloides,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Pleuronaia,dolabelloides,,,,,"(Lea, 1840)",
12137,Lithognathus lithognathus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Lithognathus,lithognathus,,,,,"(Cuvier, 1829)",
12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LUTJANIDAE,Lutjanus,cyanopterus,,,,,"(Cuvier, 1828)",
12695,Malaclemys terrapin,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,EMYDIDAE,Malaclemys,terrapin,,,,,"(Schoepff, 1793)","Seven subspecies are generally accepted (TTWG 2017): <br/> <em><br/></em><em>Malaclemys terrapin terrapin</em>&#160;(Schoepff, 1793) - Northern Diamondback Terrapin<em><br/>Malaclemys terrapin centrata</em> (Latreille in Sonnini and Latreille, 1801) - Carolina Diamondback Terrapin <br/><em>Malaclemys terrapin littoralis</em>&#160;Hay, 1905 - Texas Diamondback Terrapin<br/> <em>Malaclemys terrapin macrospilota</em>&#160;Hay, 1905 - Ornate Diamondback Terrapin <br/> <em>Malaclemys terrapin pileata</em> (Wied, 1865) - Mississippi Diamondback Terrapin<br/> <em>Malaclemys terrapin rhizophorarum</em> Fowler, 1906 - Mangrove Diamondback Terrapin<br/> <em>Malaclemys terrapin tequesta</em> Schwartz, 1955 - Eastern Florida Diamondback Terrapin<br/><br/>These subspecific designations of terrapins were based on morphological characteristics (Carr 1952). However, molecular studies indicate that the morphological subspecific designations do not match well with the range-wide genetic differentiation, suggesting fewer independent lineages. Lamb and Avise (1992) first suggested two subpopulations that diverged near Jacksonville, Florida. More recent work using microsatellites suggested that five genetically distinct terrapin management units exist throughout the range (Hart <em>et al</em>. 2014). One unfortunate consequence of the previous heavy trade and farming of terrapins was the transport of individuals among populations, and the genetic signature of those translocations can still be detected today (Hauswaldt and Glen 2005; Converse <em>et al</em>. 2017; Converse and Kuchta 2018). A more thorough range-wide molecular study using more populations and loci is sorely needed to resolve the phylogenetic relationships and update the taxonomy of <em>Malaclemys</em>."
12696,Malacochersus tornieri,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Malacochersus,tornieri,,,,,"(Siebenrock, 1903)","<p><span class=""s1"">Lindholm (1929) recognized <em>Testudo tornieri</em>&#160;Siebenrock, 1903 as the type of a new genus, for which he established the name <em>Malacochersus</em>. The genus is monotypic, with only one species currently<em> </em>recognized. Genetic studies have demonstrated that <em>Malacochersus</em> is most closely related to Asian <em>Indotestudo</em> and Eurasian <em>Testudo</em> (Le <em>et al</em>. 2006; Parham <em>et al</em>. 2006; Fritz and Bininda-Emonds 2007). Phylogeographic studies of the species have not yet been realized, but are clearly needed in view of its disjunct distribution. Vernacular names used for the species in East African Kiswahili are Kobe ya Mawe and Kobe kama Chapati.</p>"
12800,Margaritifera marrianae,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,marrianae,,,,,"Johnson, 1983",
12803,Margaritifera hembeli,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,hembeli,,,,,"Conrad, 1838",
12927,Medionidus parvulus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,parvulus,,,,,"I. Lea, 1860",
12930,Medionidus walkeri,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,walkeri,,,,,"(Wright, 1897)",
12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,,"McLachlan, 1883",
12959,Megalagrion pacificum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,pacificum,,,,,"(McLachlan, 1883)",
13145,Menidia conchorum,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Menidia,conchorum,,,,,"Hildebrand &amp; Ginsburg, 1927",There is currently a publication in review on the species delineation of <em>Menidia conchorum</em> and Menidia peninsulae (S. O'Leary pers. comm. 2013).
136055,Anodonthyla moramora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,moramora,,,,,"Glaw &amp; Vences, 2005",
136056,Rhacophorus yinggelingensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,yinggelingensis,,,,,"Chou, Lau &amp; Chan, 2007",
136129,Telmatobius punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,punctatus,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em> was previously considered to be a subspecies of <em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
136168,Anodonthyla hutchisoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,hutchisoni,,,,,"Fenolio, Walvoord, Stout, Randrianirina &amp; Andreone, 2007",
136503,Plecotus sardus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,sardus,,,,,"Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002","Identified as a new species by genetic analyses, this species combines morphological features of both <i>P. austriacus</i> and <i>P. auritus</i>."
136773,Uromys boeadii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Uromys,boeadii,,,,,"Groves &amp; Flannery, 1994",
137519,Platyonitis bicuariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Platyonitis,bicuariensis,,,,,"Ferreira, 1976","This species is one of only three described for the genus <span class=""SpellE""><em>Platyonitis</em>, one  occurring in southwest Africa and the other two in northeast Africa."
138359,Proagoderus uluguru,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Proagoderus,uluguru,,,,,"(Frey, 1975)","<p>The genus<em>&#160;<span class=""SpellE"">Proagoderus</em>&#160;van <span class=""SpellE"">Lansberge</span> 1883 shows a wide <span class=""SpellE"">biogeographical distribution across the <span class=""SpellE"">Afrotropical</span> and Oriental regions and is currently  represented by 107 species in the <span class=""SpellE"">Afrotropical region.  These are divided into nine species groups (<span class=""SpellE"">Palestrini</span>  1992).</p>"
14505,Neochanna burrowsius,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,burrowsius,,,,,"(Phillipps, 1926)",
14506,Neochanna diversus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,diversus,,,,,"Stokell, 1949",
14507,Neochanna apoda,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,apoda,,,,,"Günther, 1867",
14922,Nyctalus azoreum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,azoreum,,,,,"(Thomas, 1901)","There is marked genetic differentiation between populations on central and eastern islands in the archipelago, indicating that they have evolved in relative isolation for a long time (Salgueiro <i>et al.</i> 2004)."
15021,Obovaria jacksoniana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Obovaria,jacksoniana,,,,,"(Frerson, 1912)",
15185,Ogmodon vitianus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Ogmodon,vitianus,,,,,"W. Peters, 1864",
155018,Sciades parkeri,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ARIIDAE,Sciades,parkeri,,,,,"(Traill, 1832)","Marceniuk (2005) placed this species in <em>Aspistor</em>, but it is now generally agreed that the appropriate name is <em>Sciades parkeri</em>. A revised (unified) nomenclature for Ariidae is currently underway (R. Betancur pers. comm. 2014)."
15602,Euryoryzomys lamia,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,lamia,,,,,"(Thomas, 1901)",
161696,Alopias superciliosus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ALOPIIDAE,Alopias,superciliosus,,,,,"Lowe, 1841",
126710128,Mobula hypostoma,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,hypostoma,,,,,"(Bancroft, 1831)","White <em>et al</em>. (2017) concluded that <em>Mobula rochebrunei </em>(East Atlantic Devilray) is a junior synonym of <em>M. hypostoma</em> (Atlantic Devilray), with the latter species being confirmed as occurring in both the Western and Eastern Atlantic."
162917,Opisthoteuthis mero,ANIMALIA,MOLLUSCA,OCTOPODA,CEPHALOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,mero,,,,,"O’Shea, 1999","<span style=""font-style: italic;""><br/></span>"
163141,Opisthoteuthis massyae,ANIMALIA,MOLLUSCA,OCTOPODA,CEPHALOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,massyae,,,,,"(Grimpe, 1920)","<span style=""font-style: italic;""></span>The holotype of this species was originally identified as <span style=""font-style: italic;"">Cirroteuthis umbellata</span>. Grimpe recognised it as a new species and erected <span style=""font-style: italic;"">Cirroteuthopsis massyae</span> to accommodate it. Villanueva <span style=""font-style: italic;"">et al</span>. (2002) placed it in <span style=""font-style: italic;"">Opisthoteuthis</span>.<br/><br/><br/><p><br/><a href=""/accessory/Cirroteuthis_muelleri_Description_Continued?acc_id=1495""></a></p> <p><br/></p>"
163144,Opisthoteuthis chathamensis,ANIMALIA,MOLLUSCA,OCTOPODA,CEPHALOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,chathamensis,,,,,"O’Shea, 1999",
163337,Cirroctopus hochbergi,ANIMALIA,MOLLUSCA,OCTOPODA,CEPHALOPODA,CIRROCTOPODIDAE,Cirroctopus,hochbergi,,,,,"O’Shea, 1999","This species was described as <span style=""font-style: italic;"">Cirroctopus hochbergi</span> O'Shea 1999 from off New Zealand (Type locality 39 58.9'S, 178 14.27'E, 800-1070 m). It is most similar to <span style=""font-style: italic;"">Cirroctopus mawsoni</span>,<span style=""font-style: italic;""> </span>but<span style=""font-style: italic;""> </span><em><strong></strong></em>a few characters separate it and it is 'strongly allopatric' (O'Shea 1999).<span style=""font-style: italic;""></span>"
163448,Cycloderma aubryi,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Cycloderma,aubryi,,,,,"(Duméril, 1856)",
163823,Brachygonia ophelia,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Brachygonia,ophelia,,,,,"Ris, 1910",
164598,Alsophylax laevis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Alsophylax,laevis,,,,,"Nikolsky, 1907",
16479,Pegias fabula,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Pegias,fabula,,,,,"I. Lea, 1838",
164855,Pseudamnicola solitaria,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,HYDROBIIDAE,Pseudamnicola,solitaria,,,,,"Tchernov, 1971",
164889,Boophis baetkei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,baetkei,,,,,"Köhler, Glaw &amp; Vences, 2008",
166035,Leptobotia elongata,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Leptobotia,elongata,,,,,"(Bleeker, 1870)",<strong><br/></strong>
166043,Luciocyprinus langsoni,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Luciocyprinus,langsoni,,,,,"Vaillant, 1904","<br/><span class=""slabel""><span><span class=""slabel""><span></span></span>"
166137,Carassius cuvieri,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Carassius,cuvieri,,,,,"Temminck &amp; Schlegel, 1846",
166184,Anguilla japonica,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,japonica,,,,,"Temminck &amp; Schlegel, 1846","<p></p><p>Silfvergrip (2009) described the diagnostic features of <em>A. japonica</em> greater than 200 mm total length (TL). These include a plain colouration, with no distinct markings, and a total number of vertebrae between 112–119. Dorsal fin anterior margin is 8.5–9.5% of TL, in advance of anus. The mouth is small, about one fourth of head length, and distance from anus to end of tail is 5.6–6.0 times longer than distance from anus to dorsal fin insertion.</p><p></p>"
166584,Channa orientalis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHANNIDAE,Channa,orientalis,,,,,"Bloch &amp; Schneider, 1801","This species is restricted to Sri Lanka, but the name has previously been used erroneously for <span style=""font-style: italic;"">Channa gachua.</span>"
169367,Vieja hartwegi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Vieja,hartwegi,,,,,"(Taylor &amp; Miller, 1980)",The species was recently redescribed (Gómez-González <em>et al.&#160;</em>2018).
169372,Allotoca diazi,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Allotoca,diazi,,,,,"(Meek, 1902)","Seth E. Meek collected the types of this species together with Frank E. Lutz in 1901 from the Pátzcuaro lake, other specimens from the Zirahuén lake (now regarded as a separate species, <em>Allotoca meeki</em>). Meek's collection of <em>Zoogoneticus miniatus</em> from the Lago de Chalco, Valle de México, had been identified as <em>diazi</em>&#160;with the reason for Meek describing it as a separate species originating in a mistake with the location (Álvarez del Villar and Narrasco 1957). Finally fish collected from the vicinity of Uruapán and regarded as <em>diazi</em> by Hubbs and Turner (1939), have later on been identified as separate species and described as&#160;<em>Allotoca catarinae</em>. The Pátzcuaro Allotoca is therefore restricted to the endorheic Lago de Pátzcuaro basin with no recognized subpopulations."
169387,Chirostoma promelas,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Chirostoma,promelas,,,,,"Jordan &amp; Snyder, 1899",
169391,Chirostoma attenuatum,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Chirostoma,attenuatum,,,,,"Meek, 1902",
169395,Zoogoneticus tequila,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Zoogoneticus,tequila,,,,,"Webb &amp; Miller, 1998","The Holotype of this species was taken by Miller and Greenbank in 1955 from the area east of Teuchitlán, Río Teuchitlán, but regarded as <em>Zoogoneticus quitzeoensis</em>. Two female Paratypes go back to this collection as well. Other Paratypes were several aquarium-reared descendants of wild caught fish collected by Lambert <em>et al.</em> in 1990, who named the fish provisorily <em>Zoogoneticus</em> sp. Finally in 1998, Webb and Miller described the species as <em>Zoogoneticus tequila</em>. As known only from the type location, the Río Teuchitlán, no subpopulations are distinguished."
169893,Oligodon meyerinkii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oligodon,meyerinkii,,,,,"(Steindachner, 1891)",
169975,Palinurus elephas,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,PALINURIDAE,Palinurus,elephas,,,,,"(Fabricius, 1787)",
170173,Acanthopagrus vagus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Acanthopagrus,vagus,,,,,"Peters, 1852",<em>Acanthopagrus vagus</em> was previously confused with<em> A. berda</em> (Forsskål 1775) in South Africa (Heemstra and Heemstra 2004). This species was recently separated as a separate species from <em>A. berda</em> (Iwatsuki and Heemstra 2010).
170183,Chrysoblephus cristiceps,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Chrysoblephus,cristiceps,,,,,"(Valenciennes, 1830)",
170184,Polysteganus praeorbitalis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Polysteganus,praeorbitalis,,,,,"(Günther, 1859)",
170199,Acanthopagrus sivicolus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Acanthopagrus,sivicolus,,,,,"Akazaki, 1962","This may be a subpopulation of <span style=""font-style: italic;"">Acanthopagrus schlegelli</span> (Y. Iwatsuki pers. comm. 2009). Mitochondrial DNA analyses based on cytochrome b gene sequences did not distinguish individuals of <em>A. schlegelii </em>and <em>A. sivicolus</em>, reflecting either historical introgression or recent speciation and incomplete sorting of their mitochondrial lineages (Hsu <em>et al.&#160;</em>2011). Pending further taxonomic work, <em>A. sivicolus </em>is here regarded as a distinct species."
170204,Cymatoceps nasutus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Cymatoceps,nasutus,,,,,"(Castelnau, 1861)",
170206,Polysteganus undulosus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Polysteganus,undulosus,,,,,"(Regan, 1908)",
170225,Rhabdosargus globiceps,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Rhabdosargus,globiceps,,,,,"(Valenciennes, 1830)",
170247,Petrus rupestris,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Petrus,rupestris,,,,,"(Valenciennes, 1830)",
170256,Chrysoblephus gibbiceps,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Chrysoblephus,gibbiceps,,,,,"(Valenciennes, 1830)",
17026,Phocarctos hookeri,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Phocarctos,hookeri,,,,,"(Gray, 1844)",<p>The taxonomy of sea lions in New Zealand (<em>Phocarctos</em>) and Australia (<em>Neophoca</em>) was confused until it was resolved in a paper by King (1960).<br/></p>
170526,Pelochelys signifera,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Pelochelys,signifera,,,,,"Webb, 2003","In the past, specimens of softshell turtles collected from New Guinea were all originally assigned to what was considered to be a widespread Australasian species,&#160;<em>Pelochelys bibroni&#160;</em>(Owen 1853)<em>,</em>&#160;until Rhodin <em>et al</em>. (1993) and Webb (1995) defined&#160;<em>P.&#160;bibroni</em>&#160;as being restricted to southern New Guinea, and separate from the previously described&#160;<em>P. cantorii</em>&#160;(Gray 1864) in the rest of Asia and northern New <a style=""mso-comment-reference: PPvD_1;mso-comment-date:20180407T1059"">Guinea</a>. Subsequently, Webb (2003) described the northern New Guinea softshell as the new species&#160;<em>Pelochelys signifera</em>. This taxonomy has been accepted since then (TTWG 2017).&#160;<em>Pelochelys signifera</em>&#160;was described largely based on characteristics of a juvenile specimen and coloration and texturing of the carapace to distinguish it from&#160;<em>P. cantorii</em>. No geographic variation has been reported within the species' range and no subspecies have been named. Phylogenetic relationships with&#160;<em>P. cantorii</em>&#160;and&#160;<em>P. bibroni</em>&#160;warrant further investigation."
17081,Mesoclemmys hogei,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Mesoclemmys,hogei,,,,,"(Mertens, 1967)",
170836,Gyralina ermonae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Gyralina,ermonae,,,,,"E. Gittenberger, 1977",
170837,Cryptella alegranzae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PARMACELLIDAE,Cryptella,alegranzae,,,,,"Hutterer &amp; Groh, 1991",
170840,Zonites graecus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,graecus,,,,,"Kobelt, 1876",Confirmation of the taxonomic status of this species with respect to other <em>Zonites</em> is required.
170845,Macedonica martae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Macedonica,martae,,,,,"Sajó, 1968",
170863,Zonites labiosus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,labiosus,,,,,"Westerlund, 1893","There is some ongoing debate as to whether to regard this species as valid, or as part of a species complex (Kornilios&#160;<em>et al.</em>&#160;2009)."
170871,Amphorella hypselia,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,FERUSSACIIDAE,Amphorella,hypselia,,,,,"(Pilsbry, 1909)",
170928,Zonites oertzeni,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,oertzeni,,,,,"E. von Martens, 1889",
170983,Lehmannia medioflagellata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Lehmannia,medioflagellata,,,,,"Lupu, 1968",
171000,Montenegrina stankovici,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Montenegrina,stankovici,,,,,"(Urbański, 1960)",
171033,Charpentieria grohmanniana,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Charpentieria,grohmanniana,,,,,"(Rossmässler, 1836)",<em>Charpentieria grohmanniana</em> belongs to group 2 of the <em>Charpentieria</em> (<em>Siciliaria</em>) as stated by Nordsieck (2002).
171054,Doraegopis carinatus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Doraegopis,carinatus,,,,,"E. Gittenberger, 1999",
171095,Limax dobrogicus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,dobrogicus,,,,,"Grossu &amp; Lupu, 1960",
171117,Doraegopis boeoticus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Doraegopis,boeoticus,,,,,"(Riedel, 1980)",
171145,Arion iratii,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ARIONIDAE,Arion,iratii,,,,,"Garrido, Castillejo &amp; Iglesias, 1995","This species is very difficult to distinguish from the closely related <em>A. subfuscus</em> (Draparnaud, 1805); <em>A. fuscus</em> (O. F. Muller, 1774); <em>A. lizzarrustii</em> Garrido, Castillejo and Iglesias, 1995; and <em>A. molinae </em>Garrido, Castillejo and Iglesias, 1995. Even behavioural observation and dissection may be insufficient. Genetic data have been used to determine certain populations in Wales, UK as belong to ""<em>Arion</em> cf. <em>iratii</em>"" rather than to <em>A. subfuscus</em> (Rowson <em>et al.</em> 2014). More research on the three Garrido<em> et al. </em>(1995)<em>&#160;</em>species is required to clarify their distinctness, and their Red List statuses should arguably be considered provisional until then."
171158,Gyralina tarabosensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Gyralina,tarabosensis,,,,,"(Riedel, 1970)",
171163,Alopia meschendorferi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Alopia,meschendorferi,,,,,"(E.A. Bielz, 1858)",
171172,Zonites messenicus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,messenicus,,,,,"Zilch, 1965","There is some ongoing debate as to whether to regard this species as valid, or as part of a species complex (Kornilios&#160;<em>et al.</em>&#160;2009)."
