assessment_id,id_no,binomial,presence,origin,seasonal,compiler,year,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
1972211,191181,Chirostoma patzcuaro,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1960,-101.61917,19.54556
1972211,191181,Chirostoma patzcuaro,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1962,-101.61917,19.54556
1972211,191181,Chirostoma patzcuaro,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-101.61417,19.53
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1954,-99.43857,19.21453
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1959,-99.40944,19.19806
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-99.40944,19.19806
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1966,-99.40944,19.19806
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1985,-99.77366,19.46012
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1985,-99.424,19.22325
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1993,-99.99389,19.44833
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1993,-99.77366,19.46012
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1994,-99.99389,19.44833
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1994,-99.77366,19.46012
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1995,-99.99389,19.44833
1972380,191187,Chirostoma riojai,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1997,-99.99389,19.44833
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera, ,1964,-99.49528,19.28833
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera, ,1972,-99.69222,19.34222
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1942,-99.85778,19.35139
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1947,-99.46833,19.28833
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-99.49528,19.28833
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-99.48667,19.27167
1972380,191187,Chirostoma riojai,4,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1985,-99.51944,19.51944
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-103.1875,20.27917
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-103.17917,20.32222
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1963,-102.75611,20.14417
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-103.18278,20.28639
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-103.18,20.32083
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-102.77889,20.265
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1964,-102.75611,20.14417
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1965,-103.21722,20.28972
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1965,-103.1875,20.27917
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1965,-103.18278,20.28639
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1966,-103.21722,20.28972
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1966,-103.18278,20.28639
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1966,-102.72111,20.27028
1972387,191188,Chirostoma sphyraena,1,1,1,"Eduardo Soto-Galera, E., Flor Delia Estrada-Navarrete, Lilián Alcántara-Soria (ENCB-IPN-P & CRIP-Pátzcuaro).",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Eduardo Soto-Galera,PRESERVED_SPECIMEN,1983,-102.76917,20.16222
1974343,191248,Algansea aphanea,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.42,19.74555556
1974357,191250,Algansea barbata,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1951,-99.77889,19.5675
1974357,191250,Algansea barbata,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1964,-99.77139,19.57194
1974357,191250,Algansea barbata,4,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , , ,PRESERVED_SPECIMEN,1964,-99.49528,19.27917
1974357,191250,Algansea barbata,4,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Possibly Extinct, , , , , , ,PRESERVED_SPECIMEN,1964,-99.49528,19.28833
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1949,-101.61917,19.54556
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1949,-101.61333,19.55444
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1951,-101.6475,19.58556
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1951,-101.61306,19.53167
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1954,-101.61306,19.53167
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1958,-101.61917,19.54556
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1959,-101.61306,19.53167
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1967,-101.61333,19.55444
1974364,191251,Algansea lacustris,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1967,-101.61306,19.53167
1974378,191253,Algansea popoche,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1963,-102.75611,20.14417
1974378,191253,Algansea popoche,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1963,-102.69861,20.27917
1974378,191253,Algansea popoche,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1964,-102.75611,20.14417
1974378,191253,Algansea popoche,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1966,-102.72111,20.27028
1974378,191253,Algansea popoche,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1966,-102.69861,20.27917
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.2211111,20.5225
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.7402778,21.04055556
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.6641667,19.83777778
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.5577778,21.0
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.5263889,21.11444444
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.4466667,22.14416667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.4252778,21.53166667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.3366667,20.29111111
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.3019444,21.2225
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.2597222,21.53166667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.2427778,22.15305556
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.2402778,21.16222222
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.2277778,21.52333333
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.2038889,21.53166667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.9319444,21.35138889
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.7877778,19.82166667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.7761111,19.81083333
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.7252778,20.58638889
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.6130556,19.53166667
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.2597222,19.65777778
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.2211111,19.6125
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.0380556,20.41305556
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.8333333,22.0
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.8205556,21.20638889
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.7527778,21.86888889
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.7525,20.67027778
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.7033333,21.84583333
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.6730556,20.04055556
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.5952778,20.1075
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.4327778,19.87833333
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.43,19.87833333
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.4175,20.70277778
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.3172222,20.56305556
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-100.0,19.45944444
1974814,191275,Notropis calientis,1,1,1,T. Contreras McBeath,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-99.89444444,19.79722222
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-104.55,21.93333333
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.39,21.60361111
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.32,21.91888889
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.22,20.28972222
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.19,20.27916667
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.18,20.28638889
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.15,22.42333333
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.13,20.10916667
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-103.12,21.41444444
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.92,20.37833333
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.92,21.86166667
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.91,21.84694444
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.76,20.14416667
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.74,20.5825
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.72,20.27916667
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.62,20.25472222
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.6,20.01805556
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.59,20.25361111
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.57,20.265
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.56,20.27333333
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.56,21.0
1975303,191297,Yuriria alta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.55,19.955
