assessment_id,id_no,binomial,presence,origin,seasonal,compiler,year,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf76,,2015,56.26142,25.38351
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf77,,2015,56.26529,25.38727
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf78,,2015,56.26898,25.39578
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf79,,2015,56.26829,25.39524
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf80,,2015,56.26904,25.39584
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf81,,2015,56.26829,25.39524
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf82,,2015,56.26829,25.39524
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf83,,2015,56.26356,25.38514
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf84,,2015,56.26954,25.39576
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf85,,2016,53.22583,16.74972
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf86,,2016,59.3865,22.48547
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf87,,2016,59.258,22.82178
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf88,,2016,57.79066,20.32813
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf89,,2016,54.45528,17.11306
83841808,22817,Urothemis thomasi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf90,,2017,56.04325,25.10637
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1957,49.750106,11.300366
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf22,,1930,54.23763,17.13021
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf23,,1953,49.74921,11.29951
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf24,,1978,54.04635,17.69468
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf25,,1978,54.17833,17.14722
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf26,,1985,58.53813,23.42993
83841808,22817,Urothemis thomasi,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf27,,1985,58.53813,23.42993
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-89.58611111,21.29444444
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2015, ,,-89.65972222,21.27138889
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2016, ,,-89.65972222,21.26111111
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2017, ,,-88.16138889,21.57333333
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2018, ,,-90.02638889,21.15833333
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2019, ,,-89.65722222,21.26361111
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2020, ,,-89.65722222,21.26361111
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2021, ,,-89.65722222,21.26361111
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2022, ,,-88.23777778,21.54138889
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2023, ,,-87.65055556,21.49527778
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2024, ,,-89.11638889,21.3475
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2025, ,,-89.1075,21.34944444
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2026, ,,-90.04833333,21.15944444
86565496,191311,Fundulus grandissimus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2027, ,,-90.0125,21.16527778
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2003,19.158,-33.925
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2003,19.2,-33.95
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2005,19.18333333,-34.0
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2013,19.154706,-33.94201062
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2013,19.175,-33.97
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2013,19.17775154,-33.98365914
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2013,19.18135643,-33.98835627
90238127,63219,Proischnura polychromatica,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2014,19.175,-33.97
90238127,63219,Proischnura polychromatica,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,0,19.2,-33.95
90238127,63219,Proischnura polychromatica,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1935,21.38333333,-33.41666667
90238127,63219,Proischnura polychromatica,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1936,21.38333333,-33.41666667
90238127,63219,Proischnura polychromatica,6,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Presence Uncertain, , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1936,21.42,-33.45
98191135,113901500,Hyriopsis bialata,1,1,1,Alexandra Zieritz,2015,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Collected by Alexandra Zieritz et al. 2015, ,2015,103.0738333,3.48627778
98191135,113901500,Hyriopsis bialata,1,1,1,Alexandra Zieritz,2015,IUCN (International Union for Conservation of Nature),Extant (resident), , ,"", ,"",Collected by Alexandra Zieritz et al. 2015, ,2015,103.11725,3.49369444
98191660,171851,Modellnaia siamensis,4,1,1,John Pfeiffer,2016,IUCN (International Union for Conservation of Nature),Possibly Extinct, , ,"", ,"",Collected by John Pfeiffer et al. 2016, ,2016,103.6215,15.307247
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Airport swamp, , , , ,1976,35.26,-14.5
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Banga, , , , ,1976,34.237,-11.655
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Banga River, Unaka Lagoon", , , , ,1992,34.087,-12.42
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Chikwawa, , , , ,1979,34.801,-16.031
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Chintheche pool, , , , ,1976,34.185,-11.785
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Kasasa Dam, Dwangwa", , , , ,1995,34.087,-12.526
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Katete, , , , ,1976,33.519,-14.207
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Kawiya, , , , ,1976,34.176,-11.822
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Lifupa, , , , ,1976,34.044,-11.985
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Likwenu, LNP entrance", , , , ,1992,35.253,-15.042
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Limphasa, , , , ,1976,34.225,-11.651
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Limphasa Marsh, , , , ,1992,34.222,-11.651
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Liwonde, , , , ,1979,35.219,-15.061
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Luwawa dam, , , , ,2010,33.727,-12.117
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Luweya, , , , ,1976,34.202,-11.777
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Mangochi Airport pools, , , , ,1976,35.26,-14.5
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Mangochi, Shire R.", , , , ,1976,35.274,-14.481
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Masaula, , , , ,1979,35.115,-15.269
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Matope, , , , ,1979,34.905,-15.388
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Mazembe, , , , ,1976,34.076,-11.961
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,North Matope, , , , ,1979,34.945,-15.36
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Pool in Ozi stream dambo, , , , ,1995,34.212,-12.972
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Shire, Liwonde", , , , ,1976,35.219,-15.061
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,"Shire, Matope", , , , ,1976,34.943,-15.358
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Shire/Wankurumadzi, , , , ,1979,34.735,-15.82
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Tedzani upstream, , , , ,1979,34.788,-15.559
99463210,183133,Serranochromis robustus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Walkers Ferry, , , , ,1979,34.829,-15.518
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.79252778,6.05247222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.50215278,5.81930556
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.49361111,5.82222222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.4824853,5.8002467
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.46277778,5.71166667
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.44583333,5.78111111
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.4375,5.78638889
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.36112778,5.29546667
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.34211111,5.30069444
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.28785,5.34305
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.20472222,5.16047222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.2026,5.14816667
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.18661111,5.16997222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.18580556,5.17894444
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.05347222,6.11047222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.04969444,6.10822222
107822221,107821062,Scybalocanthon arcabuquensis,1,1,1,Pedro Cardoso,2018,Anja Danielczak,Extant (resident),,,,,,,,,-73.03852778,6.11427778
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.493333,-2.6
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.475333,-2.594
